"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","TYPE_2","ENGTYPE_2","NL_NAME_2","VARNAME_2"
371,228,"THA","Thailand",28,"Nakhon Phanom",371,"Si Songkhram","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E28><U+0E23><U+0E35><U+0E2A><U+0E07><U+0E04><U+0E23><U+0E32><U+0E21>",NA
372,228,"THA","Thailand",28,"Nakhon Phanom",372,"Tha Uthen","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E17><U+0E48><U+0E32><U+0E2D><U+0E38><U+0E40><U+0E17><U+0E19>",NA
373,228,"THA","Thailand",28,"Nakhon Phanom",373,"That Phanom","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E18><U+0E32><U+0E15><U+0E38><U+0E1E><U+0E19><U+0E21>",NA
374,228,"THA","Thailand",29,"Nakhon Ratchasima",374,"Ban Luam","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1A><U+0E49><U+0E32><U+0E19><U+0E40><U+0E2B><U+0E25><U+0E37><U+0E48><U+0E2D><U+0E21>","Ban Lueam"
375,228,"THA","Thailand",29,"Nakhon Ratchasima",375,"Bua Yai","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1A><U+0E31><U+0E27><U+0E43><U+0E2B><U+0E0D><U+0E48>",NA
376,228,"THA","Thailand",29,"Nakhon Ratchasima",376,"Chakkarat","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E08><U+0E31><U+0E01><U+0E23><U+0E32><U+0E0A>",NA
377,228,"THA","Thailand",29,"Nakhon Ratchasima",377,"Chalermphrakiet","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E0A><U+0E38><U+0E21><U+0E1E><U+0E27><U+0E07>","Chaloem Phra Kiat"
378,228,"THA","Thailand",29,"Nakhon Ratchasima",378,"Chok Chai","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E42><U+0E0A><U+0E04><U+0E0A><U+0E31><U+0E22>",NA
379,228,"THA","Thailand",29,"Nakhon Ratchasima",379,"Chum Phuang","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E0A><U+0E38><U+0E21><U+0E1E><U+0E27><U+0E07>",NA
380,228,"THA","Thailand",29,"Nakhon Ratchasima",380,"Dan Khun Thot","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E14><U+0E48><U+0E32><U+0E19><U+0E02><U+0E38><U+0E19><U+0E17><U+0E14>",NA
381,228,"THA","Thailand",29,"Nakhon Ratchasima",381,"Huai Thalang","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2B><U+0E49><U+0E27><U+0E22><U+0E41><U+0E16><U+0E25><U+0E07>","Huai Thalaeng"
382,228,"THA","Thailand",29,"Nakhon Ratchasima",382,"K. Bua Lai","King Amphoe","Minor district","<U+0E01><U+0E34><U+0E48><U+0E07><U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1A><U+0E31><U+0E27><U+0E25><U+0E32><U+0E22>","Bua Lai"
383,228,"THA","Thailand",29,"Nakhon Ratchasima",383,"K. Lam Tha Men Chai","King Amphoe","Minor district","<U+0E01><U+0E34><U+0E48><U+0E07><U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E25><U+0E33><U+0E17><U+0E30><U+0E40><U+0E21><U+0E19><U+0E0A><U+0E31><U+0E22>","Lam Thamenchai"
384,228,"THA","Thailand",29,"Nakhon Ratchasima",384,"K. Muang Yang","King Amphoe","Minor district","<U+0E01><U+0E34><U+0E48><U+0E07><U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E21><U+0E37><U+0E2D><U+0E07><U+0E22><U+0E32><U+0E07>","Muang Yang|Mueang Yang"
385,228,"THA","Thailand",29,"Nakhon Ratchasima",385,"K. Phra Thong Kham","King Amphoe","Minor district","<U+0E01><U+0E34><U+0E48><U+0E07><U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1E><U+0E23><U+0E30><U+0E17><U+0E2D><U+0E07><U+0E04><U+0E33>","Phra Thong Kham"
386,228,"THA","Thailand",29,"Nakhon Ratchasima",386,"K. Sida","King Amphoe","Minor district","<U+0E01><U+0E34><U+0E48><U+0E07><U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2A><U+0E35><U+0E14><U+0E32>",NA
387,228,"THA","Thailand",29,"Nakhon Ratchasima",387,"K. The Pha Rak","King Amphoe","Minor district","<U+0E01><U+0E34><U+0E48><U+0E07><U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E17><U+0E1E><U+0E32><U+0E23><U+0E31><U+0E01><U+0E29><U+0E4C>","The Pha Rak|Thepharak"
388,228,"THA","Thailand",29,"Nakhon Ratchasima",388,"Kaeng Sanam Nang","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E41><U+0E01><U+0E49><U+0E07><U+0E2A><U+0E19><U+0E32><U+0E21><U+0E19><U+0E32><U+0E07>",NA
389,228,"THA","Thailand",29,"Nakhon Ratchasima",389,"Kham Sakae Saeng","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E02><U+0E32><U+0E21><U+0E2A><U+0E30><U+0E41><U+0E01><U+0E41><U+0E2A><U+0E07>",NA
390,228,"THA","Thailand",29,"Nakhon Ratchasima",390,"Kham Thala So","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E02><U+0E32><U+0E21><U+0E17><U+0E30><U+0E40><U+0E25><U+0E2A><U+0E2D>","Kham Thale So"
391,228,"THA","Thailand",29,"Nakhon Ratchasima",391,"Khon Buri","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E04><U+0E23><U+0E1A><U+0E38><U+0E23><U+0E35>",NA
392,228,"THA","Thailand",29,"Nakhon Ratchasima",392,"Khong","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E04><U+0E07>",NA
393,228,"THA","Thailand",29,"Nakhon Ratchasima",393,"Muang Nakhon Ratchasima","Amphoe","District","<U+0E40><U+0E21><U+0E37><U+0E2D><U+0E07><U+0E19><U+0E04><U+0E23><U+0E23><U+0E32><U+0E0A><U+0E2A><U+0E35><U+0E21><U+0E32>",NA
394,228,"THA","Thailand",29,"Nakhon Ratchasima",394,"Non Daeng","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E42><U+0E19><U+0E19><U+0E41><U+0E14><U+0E07>",NA
395,228,"THA","Thailand",29,"Nakhon Ratchasima",395,"Non Sung","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E42><U+0E19><U+0E19><U+0E2A><U+0E39><U+0E07>",NA
396,228,"THA","Thailand",29,"Nakhon Ratchasima",396,"Non Thai","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E42><U+0E19><U+0E19><U+0E44><U+0E17><U+0E22>",NA
397,228,"THA","Thailand",29,"Nakhon Ratchasima",397,"Nong Bunnak","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2B><U+0E19><U+0E2D><U+0E07><U+0E1A><U+0E38><U+0E0D><U+0E19><U+0E32><U+0E01>","Nong Bun Mak"
398,228,"THA","Thailand",29,"Nakhon Ratchasima",398,"Pak Chong","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1B><U+0E32><U+0E01><U+0E0A><U+0E48><U+0E2D><U+0E07>",NA
399,228,"THA","Thailand",29,"Nakhon Ratchasima",399,"Pak Thong Chai","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1B><U+0E31><U+0E01><U+0E18><U+0E07><U+0E0A><U+0E31><U+0E22>",NA
400,228,"THA","Thailand",29,"Nakhon Ratchasima",400,"Phimai","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1E><U+0E34><U+0E21><U+0E32><U+0E22>",NA
401,228,"THA","Thailand",29,"Nakhon Ratchasima",401,"Pra Thai","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1B><U+0E23><U+0E30><U+0E17><U+0E32><U+0E22>",NA
402,228,"THA","Thailand",29,"Nakhon Ratchasima",402,"Sikhiu","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2A><U+0E35><U+0E04><U+0E34><U+0E49><U+0E27>",NA
403,228,"THA","Thailand",29,"Nakhon Ratchasima",403,"Soeng Sang","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E2A><U+0E34><U+0E07><U+0E2A><U+0E32><U+0E07>",NA
404,228,"THA","Thailand",29,"Nakhon Ratchasima",404,"Sung Noen","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2A><U+0E39><U+0E07><U+0E40><U+0E19><U+0E34><U+0E19>",NA
405,228,"THA","Thailand",29,"Nakhon Ratchasima",405,"Wang Num Khiaw","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E27><U+0E31><U+0E07><U+0E19><U+0E49><U+0E33><U+0E40><U+0E02><U+0E35><U+0E22><U+0E27>","Wang Nam Khiao"
406,228,"THA","Thailand",30,"Nakhon Sawan",406,"Banphot Phisai","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1A><U+0E23><U+0E23><U+0E1E><U+0E15><U+0E1E><U+0E34><U+0E2A><U+0E31><U+0E22>",NA
407,228,"THA","Thailand",30,"Nakhon Sawan",407,"Chumsaeng","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E0A><U+0E38><U+0E21><U+0E41><U+0E2A><U+0E07>",NA
408,228,"THA","Thailand",30,"Nakhon Sawan",408,"K. Chum Ta Bong","King Amphoe","Minor district","<U+0E01><U+0E34><U+0E48><U+0E07><U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E0A><U+0E38><U+0E21><U+0E15><U+0E32><U+0E1A><U+0E07>",NA
409,228,"THA","Thailand",30,"Nakhon Sawan",409,"K. Mae Poen","King Amphoe","Minor district","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E41><U+0E21><U+0E48><U+0E40><U+0E1B><U+0E34><U+0E19>",NA
410,228,"THA","Thailand",30,"Nakhon Sawan",410,"Kao Lieo","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E01><U+0E49><U+0E32><U+0E40><U+0E25><U+0E35><U+0E49><U+0E22><U+0E27>",NA
411,228,"THA","Thailand",30,"Nakhon Sawan",411,"Krok Phra","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E42><U+0E01><U+0E23><U+0E01><U+0E1E><U+0E23><U+0E30>",NA
412,228,"THA","Thailand",30,"Nakhon Sawan",412,"Lat Yao","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E25><U+0E32><U+0E14><U+0E22><U+0E32><U+0E27>",NA
413,228,"THA","Thailand",30,"Nakhon Sawan",413,"Mae Wong","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E41><U+0E21><U+0E48><U+0E27><U+0E07><U+0E01><U+0E4C>",NA
414,228,"THA","Thailand",30,"Nakhon Sawan",414,"Muang Nakhon Sawan","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E21><U+0E37><U+0E2D><U+0E07><U+0E19><U+0E04><U+0E23><U+0E2A><U+0E27><U+0E23><U+0E23><U+0E04><U+0E4C>",NA
415,228,"THA","Thailand",30,"Nakhon Sawan",415,"Nong Bua","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2B><U+0E19><U+0E2D><U+0E07><U+0E1A><U+0E31><U+0E27>",NA
416,228,"THA","Thailand",30,"Nakhon Sawan",416,"Phaisali","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E44><U+0E1E><U+0E28><U+0E32><U+0E25><U+0E35>",NA
417,228,"THA","Thailand",30,"Nakhon Sawan",417,"Phayuha Khiri","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1E><U+0E22><U+0E38><U+0E2B><U+0E30><U+0E04><U+0E35><U+0E23><U+0E35>",NA
418,228,"THA","Thailand",30,"Nakhon Sawan",418,"Tak Fa","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E15><U+0E32><U+0E01><U+0E1F><U+0E49><U+0E32>",NA
419,228,"THA","Thailand",30,"Nakhon Sawan",419,"Takhli","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E15><U+0E32><U+0E04><U+0E25><U+0E35>",NA
420,228,"THA","Thailand",30,"Nakhon Sawan",420,"Tha Tako","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E17><U+0E48><U+0E32><U+0E15><U+0E30><U+0E42><U+0E01>",NA
421,228,"THA","Thailand",31,"Nakhon Si Thammarat",421,"Bang Khan","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1A><U+0E32><U+0E07><U+0E02><U+0E31><U+0E19>",NA
422,228,"THA","Thailand",31,"Nakhon Si Thammarat",422,"Cha-uat","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E0A><U+0E30><U+0E2D><U+0E27><U+0E14>",NA
423,228,"THA","Thailand",31,"Nakhon Si Thammarat",423,"Chalermphrakiet","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E09><U+0E25><U+0E34><U+0E21><U+0E1E><U+0E23><U+0E30><U+0E40><U+0E01><U+0E35><U+0E22><U+0E23><U+0E15><U+0E34>","Chaloem Phra Kiat"
424,228,"THA","Thailand",31,"Nakhon Si Thammarat",424,"Chawang","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E09><U+0E27><U+0E32><U+0E07>",NA
425,228,"THA","Thailand",31,"Nakhon Si Thammarat",425,"Chian Yai","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E0A><U+0E35><U+0E22><U+0E23><U+0E43><U+0E2B><U+0E0D><U+0E48>",NA
426,228,"THA","Thailand",31,"Nakhon Si Thammarat",426,"Chulaphon","Amphoe","District","<U+0E08><U+0E38><U+0E2C><U+0E32><U+0E20><U+0E23><U+0E13>","Chulabhorn"
427,228,"THA","Thailand",31,"Nakhon Si Thammarat",427,"Hua Sai","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2B><U+0E31><U+0E27><U+0E44><U+0E17><U+0E23>",NA
428,228,"THA","Thailand",31,"Nakhon Si Thammarat",428,"K. Chang Klang","King Amphoe","Minor district","<U+0E01><U+0E34><U+0E48><U+0E07><U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E0A><U+0E49><U+0E32><U+0E07><U+0E01><U+0E25><U+0E32><U+0E07>",NA
429,228,"THA","Thailand",31,"Nakhon Si Thammarat",429,"K. Nophi Tam","King Amphoe","Minor district","<U+0E01><U+0E34><U+0E48><U+0E07><U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E19><U+0E1A><U+0E1E><U+0E34><U+0E15><U+0E33>","Nophi Tam"
430,228,"THA","Thailand",31,"Nakhon Si Thammarat",430,"Khanom","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E02><U+0E19><U+0E2D><U+0E21>",NA
431,228,"THA","Thailand",31,"Nakhon Si Thammarat",431,"Lan Saka","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E25><U+0E32><U+0E19><U+0E2A><U+0E01><U+0E32>",NA
432,228,"THA","Thailand",31,"Nakhon Si Thammarat",432,"Muang Nakhon Si Thammarat","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E21><U+0E37><U+0E2D><U+0E07><U+0E19><U+0E04><U+0E23><U+0E28><U+0E23><U+0E35><U+0E18><U+0E23><U+0E23><U+0E21><U+0E23><U+0E32><U+0E0A>",NA
433,228,"THA","Thailand",31,"Nakhon Si Thammarat",433,"Na Bon","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E19><U+0E32><U+0E1A><U+0E2D><U+0E19>",NA
434,228,"THA","Thailand",31,"Nakhon Si Thammarat",434,"Pak Phanang","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1B><U+0E32><U+0E01><U+0E1E><U+0E19><U+0E31><U+0E07>",NA
435,228,"THA","Thailand",31,"Nakhon Si Thammarat",435,"Phi Pun","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1E><U+0E34><U+0E1B><U+0E39><U+0E19>",NA
436,228,"THA","Thailand",31,"Nakhon Si Thammarat",436,"Phra Phrom","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1E><U+0E23><U+0E30><U+0E1E><U+0E23><U+0E2B><U+0E21>",NA
437,228,"THA","Thailand",31,"Nakhon Si Thammarat",437,"Phrommakhiri","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1E><U+0E23><U+0E2B><U+0E21><U+0E04><U+0E35><U+0E23><U+0E35>",NA
438,228,"THA","Thailand",31,"Nakhon Si Thammarat",438,"Ron Phi Pun","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E23><U+0E48><U+0E2D><U+0E19><U+0E1E><U+0E34><U+0E1A><U+0E39><U+0E25><U+0E22><U+0E4C>",NA
439,228,"THA","Thailand",31,"Nakhon Si Thammarat",439,"Sichon","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2A><U+0E34><U+0E0A><U+0E25>",NA
440,228,"THA","Thailand",31,"Nakhon Si Thammarat",440,"Tha Sala","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E17><U+0E48><U+0E32><U+0E28><U+0E32><U+0E25><U+0E32>",NA
441,228,"THA","Thailand",31,"Nakhon Si Thammarat",441,"Tham Phannara","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E16><U+0E49><U+0E33><U+0E1E><U+0E23><U+0E23><U+0E13><U+0E23><U+0E32>",NA
442,228,"THA","Thailand",31,"Nakhon Si Thammarat",442,"Thung Song","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E17><U+0E38><U+0E48><U+0E07><U+0E2A><U+0E07>",NA
443,228,"THA","Thailand",31,"Nakhon Si Thammarat",443,"Thung Yai","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E17><U+0E38><U+0E48><U+0E07><U+0E43><U+0E2B><U+0E0D><U+0E48>",NA
444,228,"THA","Thailand",32,"Nan",444,"Ban Luang","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1A><U+0E49><U+0E32><U+0E19><U+0E2B><U+0E25><U+0E27><U+0E07>",NA
445,228,"THA","Thailand",32,"Nan",445,"Bo Klue","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1A><U+0E48><U+0E2D><U+0E40><U+0E01><U+0E25><U+0E37><U+0E2D>",NA
446,228,"THA","Thailand",32,"Nan",446,"Chalermphrakiet","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E09><U+0E25><U+0E34><U+0E21><U+0E1E><U+0E23><U+0E30><U+0E40><U+0E01><U+0E35><U+0E22><U+0E23><U+0E15><U+0E34>",NA
447,228,"THA","Thailand",32,"Nan",447,"Chiang Klang","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E0A><U+0E35><U+0E22><U+0E07><U+0E01><U+0E25><U+0E32><U+0E07>",NA
448,228,"THA","Thailand",32,"Nan",448,"K. Phu Pieng","King Amphoe","Minor district","<U+0E01><U+0E34><U+0E48><U+0E07><U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E20><U+0E39><U+0E40><U+0E1E><U+0E35><U+0E22><U+0E07>","Phu Pieng"
449,228,"THA","Thailand",32,"Nan",449,"Mae Charim","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E41><U+0E21><U+0E48><U+0E08><U+0E23><U+0E34><U+0E21>",NA
450,228,"THA","Thailand",32,"Nan",450,"Muang Nan","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E21><U+0E37><U+0E2D><U+0E07><U+0E19><U+0E48><U+0E32><U+0E19>",NA
451,228,"THA","Thailand",32,"Nan",451,"Na Mun","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E19><U+0E32><U+0E2B><U+0E21><U+0E37><U+0E48><U+0E19>",NA
452,228,"THA","Thailand",32,"Nan",452,"Na Noi","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E19><U+0E32><U+0E19><U+0E49><U+0E2D><U+0E22>",NA
453,228,"THA","Thailand",32,"Nan",453,"Pua","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1B><U+0E31><U+0E27>","Bua"
454,228,"THA","Thailand",32,"Nan",454,"Santi Suk","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2A><U+0E31><U+0E19><U+0E15><U+0E34><U+0E2A><U+0E38><U+0E02>",NA
455,228,"THA","Thailand",32,"Nan",455,"Song Kwae","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2A><U+0E2D><U+0E07><U+0E41><U+0E04><U+0E27>",NA
456,228,"THA","Thailand",32,"Nan",456,"Tha Wang Pha","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E17><U+0E48><U+0E32><U+0E27><U+0E31><U+0E07><U+0E1C><U+0E32>",NA
457,228,"THA","Thailand",32,"Nan",457,"Thung Chang","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E17><U+0E38><U+0E48><U+0E07><U+0E0A><U+0E49><U+0E32><U+0E07>",NA
458,228,"THA","Thailand",32,"Nan",458,"Wiang Sa","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E27><U+0E35><U+0E22><U+0E07><U+0E2A><U+0E32>",NA
459,228,"THA","Thailand",33,"Narathiwat",459,"Bacho","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1A><U+0E32><U+0E40><U+0E08><U+0E32><U+0E30>",NA
460,228,"THA","Thailand",33,"Narathiwat",460,"Cho-I-rong","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E08><U+0E32><U+0E30><U+0E44><U+0E2D><U+0E23><U+0E49><U+0E2D><U+0E07>","Cho-airong"
461,228,"THA","Thailand",33,"Narathiwat",461,"Ja-Nae","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E08><U+0E30><U+0E41><U+0E19><U+0E30>","Chanae"
462,228,"THA","Thailand",33,"Narathiwat",462,"Muang Narathiwat","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E21><U+0E37><U+0E2D><U+0E07><U+0E19><U+0E23><U+0E32><U+0E18><U+0E34><U+0E27><U+0E32><U+0E2A>",NA
463,228,"THA","Thailand",33,"Narathiwat",463,"Rangae","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E23><U+0E30><U+0E41><U+0E07><U+0E30>",NA
464,228,"THA","Thailand",33,"Narathiwat",464,"Ruso","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E23><U+0E37><U+0E2D><U+0E40><U+0E2A><U+0E32><U+0E30>","Rueso"
465,228,"THA","Thailand",33,"Narathiwat",465,"Si Sakhon","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E28><U+0E23><U+0E35><U+0E2A><U+0E32><U+0E04><U+0E23>",NA
466,228,"THA","Thailand",33,"Narathiwat",466,"Su-ngai Ko Lok","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2A><U+0E38><U+0E44><U+0E2B><U+0E07><U+0E42><U+0E01>-<U+0E25><U+0E01>",NA
467,228,"THA","Thailand",33,"Narathiwat",467,"Sukhirin","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2A><U+0E38><U+0E04><U+0E34><U+0E23><U+0E34><U+0E19>",NA
468,228,"THA","Thailand",33,"Narathiwat",468,"Sungai Padi","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2A><U+0E38><U+0E44><U+0E2B><U+0E07><U+0E1B><U+0E32><U+0E14><U+0E35>",NA
469,228,"THA","Thailand",33,"Narathiwat",469,"Tak Bai","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E15><U+0E32><U+0E01><U+0E43><U+0E1A>",NA
470,228,"THA","Thailand",33,"Narathiwat",470,"Waeng","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E41><U+0E27><U+0E49><U+0E07>",NA
471,228,"THA","Thailand",33,"Narathiwat",471,"Yi-ngo","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E22><U+0E35><U+0E48><U+0E07><U+0E2D>",NA
472,228,"THA","Thailand",34,"Nong Bua Lam Phu",472,"Muang Nong Bua Lam Phu","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E21><U+0E37><U+0E2D><U+0E07><U+0E2B><U+0E19><U+0E2D><U+0E07><U+0E1A><U+0E31><U+0E27><U+0E25><U+0E33><U+0E20><U+0E39>",NA
473,228,"THA","Thailand",34,"Nong Bua Lam Phu",473,"Na Klang","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E19><U+0E32><U+0E01><U+0E25><U+0E32><U+0E07>",NA
474,228,"THA","Thailand",34,"Nong Bua Lam Phu",474,"Na Wang","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E19><U+0E32><U+0E27><U+0E31><U+0E07>",NA
475,228,"THA","Thailand",34,"Nong Bua Lam Phu",475,"Non Sang","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E42><U+0E19><U+0E19><U+0E2A><U+0E31><U+0E07>",NA
