"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","TYPE_2","ENGTYPE_2","NL_NAME_2","VARNAME_2"
476,228,"THA","Thailand",34,"Nong Bua Lam Phu",476,"Si Bun Ruang","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E28><U+0E23><U+0E35><U+0E1A><U+0E38><U+0E0D><U+0E40><U+0E23><U+0E37><U+0E2D><U+0E07>","Si Bun Rueang"
477,228,"THA","Thailand",34,"Nong Bua Lam Phu",477,"Suwan Khuha","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2A><U+0E38><U+0E27><U+0E23><U+0E23><U+0E13><U+0E04><U+0E39><U+0E2B><U+0E32>",NA
478,228,"THA","Thailand",35,"Nong Khai",478,"K. Fao Rai","King Amphoe","Minor district","<U+0E01><U+0E34><U+0E48><U+0E07><U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E1D><U+0E49><U+0E32><U+0E44><U+0E23><U+0E48>",NA
479,228,"THA","Thailand",35,"Nong Khai",479,"K. Pho Tak","King Amphoe","Minor district","<U+0E01><U+0E34><U+0E48><U+0E07><U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E42><U+0E1E><U+0E18><U+0E34><U+0E4C><U+0E15><U+0E32><U+0E01>",NA
480,228,"THA","Thailand",35,"Nong Khai",480,"K. Rattana Wapi","King Amphoe","Minor district","<U+0E01><U+0E34><U+0E48><U+0E07><U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E23><U+0E31><U+0E15><U+0E19><U+0E27><U+0E32><U+0E1B><U+0E35>","Rattana Wapi"
481,228,"THA","Thailand",35,"Nong Khai",481,"K. Sa Khrai","King Amphoe","Minor district","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2A><U+0E23><U+0E30><U+0E43><U+0E04><U+0E23>","Sa Khrai"
482,228,"THA","Thailand",35,"Nong Khai",482,"Muang Nong Khai","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E21><U+0E37><U+0E2D><U+0E07><U+0E2B><U+0E19><U+0E2D><U+0E07><U+0E04><U+0E32><U+0E22>",NA
483,228,"THA","Thailand",35,"Nong Khai",483,"Phon Phisai","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E42><U+0E1E><U+0E19><U+0E1E><U+0E34><U+0E2A><U+0E31><U+0E22>",NA
484,228,"THA","Thailand",35,"Nong Khai",484,"Sang Khom","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2A><U+0E31><U+0E07><U+0E04><U+0E21>",NA
485,228,"THA","Thailand",35,"Nong Khai",485,"Si Chiang Mai","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E28><U+0E23><U+0E35><U+0E40><U+0E0A><U+0E35><U+0E22><U+0E07><U+0E43><U+0E2B><U+0E21><U+0E48>",NA
486,228,"THA","Thailand",35,"Nong Khai",486,"Tha Bo","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E17><U+0E48><U+0E32><U+0E1A><U+0E48><U+0E2D>",NA
487,228,"THA","Thailand",36,"Nonthaburi",487,"Bang Bua Thong","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1A><U+0E32><U+0E07><U+0E1A><U+0E31><U+0E27><U+0E17><U+0E2D><U+0E07>",NA
488,228,"THA","Thailand",36,"Nonthaburi",488,"Bang Kruai","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1A><U+0E32><U+0E07><U+0E01><U+0E23><U+0E27><U+0E22>",NA
489,228,"THA","Thailand",36,"Nonthaburi",489,"Bang Yai","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1A><U+0E32><U+0E07><U+0E43><U+0E2B><U+0E0D><U+0E48>",NA
490,228,"THA","Thailand",36,"Nonthaburi",490,"Muang Nonthaburi","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E21><U+0E37><U+0E2D><U+0E07><U+0E19><U+0E19><U+0E17><U+0E1A><U+0E38><U+0E23><U+0E35>",NA
491,228,"THA","Thailand",36,"Nonthaburi",491,"Pak Kret","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1B><U+0E32><U+0E01><U+0E40><U+0E01><U+0E23><U+0E47><U+0E14>",NA
492,228,"THA","Thailand",36,"Nonthaburi",492,"Sai Noi","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E44><U+0E17><U+0E23><U+0E19><U+0E49><U+0E2D><U+0E22>",NA
493,228,"THA","Thailand",37,"Pathum Thani",493,"Khlong Luang","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E04><U+0E25><U+0E2D><U+0E07><U+0E2B><U+0E25><U+0E27><U+0E07>",NA
494,228,"THA","Thailand",37,"Pathum Thani",494,"Lam Luk Ka","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E25><U+0E33><U+0E25><U+0E39><U+0E01><U+0E01><U+0E32>",NA
495,228,"THA","Thailand",37,"Pathum Thani",495,"Lat Lum Kaeo","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E25><U+0E32><U+0E14><U+0E2B><U+0E25><U+0E38><U+0E21><U+0E41><U+0E01><U+0E49><U+0E27>",NA
496,228,"THA","Thailand",37,"Pathum Thani",496,"Muang Pathum Thani","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E21><U+0E37><U+0E2D><U+0E07><U+0E1B><U+0E17><U+0E38><U+0E21><U+0E18><U+0E32><U+0E19><U+0E35>","Pathum Tha|Muang Pathum Tha"
497,228,"THA","Thailand",37,"Pathum Thani",497,"Nong Sua","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2B><U+0E19><U+0E2D><U+0E07><U+0E40><U+0E2A><U+0E37><U+0E2D>",NA
498,228,"THA","Thailand",37,"Pathum Thani",498,"Sam Khok","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2A><U+0E32><U+0E21><U+0E42><U+0E04><U+0E01>",NA
499,228,"THA","Thailand",37,"Pathum Thani",499,"Thanyaburi","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E18><U+0E31><U+0E0D><U+0E1A><U+0E38><U+0E23><U+0E35>",NA
500,228,"THA","Thailand",38,"Pattani",500,"Ka Pho","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E01><U+0E30><U+0E1E><U+0E49><U+0E2D>",NA
501,228,"THA","Thailand",38,"Pattani",501,"Khok Pho","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E42><U+0E04><U+0E01><U+0E42><U+0E1E><U+0E18><U+0E34><U+0E4C>",NA
502,228,"THA","Thailand",38,"Pattani",502,"Mae Lan","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E41><U+0E21><U+0E48><U+0E25><U+0E32><U+0E19>",NA
503,228,"THA","Thailand",38,"Pattani",503,"Mai Kaen","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E44><U+0E21><U+0E49><U+0E41><U+0E01><U+0E48><U+0E19>",NA
504,228,"THA","Thailand",38,"Pattani",504,"Mayo","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E21><U+0E32><U+0E22><U+0E2D>",NA
505,228,"THA","Thailand",38,"Pattani",505,"Muang Pattani","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E21><U+0E37><U+0E2D><U+0E07><U+0E1B><U+0E31><U+0E15><U+0E15><U+0E32><U+0E19><U+0E35>",NA
506,228,"THA","Thailand",38,"Pattani",506,"Nong Chik","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2B><U+0E19><U+0E2D><U+0E07><U+0E08><U+0E34><U+0E01>",NA
507,228,"THA","Thailand",38,"Pattani",507,"Panare","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1B><U+0E30><U+0E19><U+0E32><U+0E40><U+0E23><U+0E30>",NA
508,228,"THA","Thailand",38,"Pattani",508,"Sai Buri","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2A><U+0E32><U+0E22><U+0E1A><U+0E38><U+0E23><U+0E35>",NA
509,228,"THA","Thailand",38,"Pattani",509,"Thung Yang Daeng","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E17><U+0E38><U+0E48><U+0E07><U+0E22><U+0E32><U+0E07><U+0E41><U+0E14><U+0E07>",NA
510,228,"THA","Thailand",38,"Pattani",510,"Yarang","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E22><U+0E30><U+0E23><U+0E31><U+0E07>",NA
511,228,"THA","Thailand",38,"Pattani",511,"Yaring","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E22><U+0E30><U+0E2B><U+0E23><U+0E34><U+0E48><U+0E07>",NA
512,228,"THA","Thailand",39,"Phangnga",512,"Kapong","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E01><U+0E30><U+0E1B><U+0E07>",NA
513,228,"THA","Thailand",39,"Phangnga",513,"Khura Buri","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E04><U+0E38><U+0E23><U+0E30><U+0E1A><U+0E38><U+0E23><U+0E35>",NA
514,228,"THA","Thailand",39,"Phangnga",514,"Ko Yao","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E01><U+0E32><U+0E30><U+0E22><U+0E32><U+0E27>",NA
515,228,"THA","Thailand",39,"Phangnga",515,"Muang Phangnga","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E21><U+0E37><U+0E2D><U+0E07><U+0E1E><U+0E31><U+0E07><U+0E07><U+0E32>",NA
516,228,"THA","Thailand",39,"Phangnga",516,"Takua Pa","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E15><U+0E30><U+0E01><U+0E31><U+0E48><U+0E27><U+0E1B><U+0E48><U+0E32>",NA
517,228,"THA","Thailand",39,"Phangnga",517,"Takua Thung","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E15><U+0E30><U+0E01><U+0E31><U+0E48><U+0E27><U+0E17><U+0E38><U+0E48><U+0E07>",NA
518,228,"THA","Thailand",39,"Phangnga",518,"Thai Muang","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E17><U+0E49><U+0E32><U+0E22><U+0E40><U+0E2B><U+0E21><U+0E37><U+0E2D><U+0E07>","Thai Mueang"
519,228,"THA","Thailand",39,"Phangnga",519,"Thap Put","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E17><U+0E31><U+0E1A><U+0E1B><U+0E38><U+0E14>",NA
520,228,"THA","Thailand",40,"Phatthalung",520,"Bang Kaeo","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1A><U+0E32><U+0E07><U+0E41><U+0E01><U+0E49><U+0E27>",NA
521,228,"THA","Thailand",40,"Phatthalung",521,"K. Sri Nakarin","King Amphoe","Minor district","<U+0E28><U+0E23><U+0E35><U+0E19><U+0E04><U+0E23><U+0E34><U+0E19><U+0E17><U+0E23>","Sri Nakarin|Srinagarindra"
522,228,"THA","Thailand",40,"Phatthalung",522,"Khao Chaison","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E02><U+0E32><U+0E0A><U+0E31><U+0E22><U+0E2A><U+0E19>",NA
523,228,"THA","Thailand",40,"Phatthalung",523,"Khuan Khanun","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E04><U+0E27><U+0E19><U+0E02><U+0E19><U+0E38><U+0E19>",NA
524,228,"THA","Thailand",40,"Phatthalung",524,"Kong Ra","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E01><U+0E07><U+0E2B><U+0E23><U+0E32>",NA
525,228,"THA","Thailand",40,"Phatthalung",525,"Muang Phatthalung","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E21><U+0E37><U+0E2D><U+0E07><U+0E1E><U+0E31><U+0E17><U+0E25><U+0E38><U+0E07>",NA
526,228,"THA","Thailand",40,"Phatthalung",526,"Pa Bon","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1B><U+0E48><U+0E32><U+0E1A><U+0E2D><U+0E19>",NA
527,228,"THA","Thailand",40,"Phatthalung",527,"Pa Payom","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1B><U+0E48><U+0E32><U+0E1E><U+0E30><U+0E22><U+0E2D><U+0E21>",NA
528,228,"THA","Thailand",40,"Phatthalung",528,"Pak Phayun","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1B><U+0E32><U+0E01><U+0E1E><U+0E22><U+0E39><U+0E19>",NA
529,228,"THA","Thailand",40,"Phatthalung",529,"Si Banphot","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E28><U+0E23><U+0E35><U+0E1A><U+0E23><U+0E23><U+0E1E><U+0E15>",NA
530,228,"THA","Thailand",40,"Phatthalung",530,"Songkhla Lake","Water body","Water body",NA,NA
531,228,"THA","Thailand",40,"Phatthalung",531,"Tamot","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E15><U+0E30><U+0E42><U+0E2B><U+0E21><U+0E14>",NA
532,228,"THA","Thailand",41,"Phayao",532,"Chiang Kham","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E0A><U+0E35><U+0E22><U+0E07><U+0E04><U+0E33>",NA
533,228,"THA","Thailand",41,"Phayao",533,"Chiang Muan","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E0A><U+0E35><U+0E22><U+0E07><U+0E21><U+0E48><U+0E27><U+0E19>",NA
534,228,"THA","Thailand",41,"Phayao",534,"Chun","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E08><U+0E38><U+0E19>",NA
535,228,"THA","Thailand",41,"Phayao",535,"Dok Kham Tai","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E14><U+0E2D><U+0E01><U+0E04><U+0E33><U+0E43><U+0E15><U+0E49>",NA
536,228,"THA","Thailand",41,"Phayao",536,"K. Phu Kam Yao","King Amphoe","Minor district","<U+0E01><U+0E34><U+0E48><U+0E07><U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E20><U+0E39><U+0E01><U+0E32><U+0E21><U+0E22><U+0E32><U+0E27>","Phu Kam Yao"
537,228,"THA","Thailand",41,"Phayao",537,"K. Phu Sang","King Amphoe","Minor district","<U+0E01><U+0E34><U+0E48><U+0E07><U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E20><U+0E39><U+0E0A><U+0E32><U+0E07>",NA
538,228,"THA","Thailand",41,"Phayao",538,"Mae Chai","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E41><U+0E21><U+0E48><U+0E43><U+0E08>",NA
539,228,"THA","Thailand",41,"Phayao",539,"Muang Phayao","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E21><U+0E37><U+0E2D><U+0E07><U+0E1E><U+0E30><U+0E40><U+0E22><U+0E32>",NA
540,228,"THA","Thailand",41,"Phayao",540,"Pong","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1B><U+0E07>",NA
541,228,"THA","Thailand",42,"Phetchabun",541,"Buang Sam Phan","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1A><U+0E36><U+0E07><U+0E2A><U+0E32><U+0E21><U+0E1E><U+0E31><U+0E19>",NA
542,228,"THA","Thailand",42,"Phetchabun",542,"Chon Daen","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E0A><U+0E19><U+0E41><U+0E14><U+0E19>",NA
543,228,"THA","Thailand",42,"Phetchabun",543,"Khao Kho","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E02><U+0E32><U+0E04><U+0E49><U+0E2D>",NA
544,228,"THA","Thailand",42,"Phetchabun",544,"Lom Kao","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2B><U+0E25><U+0E48><U+0E21><U+0E40><U+0E01><U+0E48><U+0E32>",NA
545,228,"THA","Thailand",42,"Phetchabun",545,"Lom Sak","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2B><U+0E25><U+0E48><U+0E21><U+0E2A><U+0E31><U+0E01>",NA
546,228,"THA","Thailand",42,"Phetchabun",546,"Muang Phetchabun","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E21><U+0E37><U+0E2D><U+0E07><U+0E40><U+0E1E><U+0E0A><U+0E23><U+0E1A><U+0E39><U+0E23><U+0E13><U+0E4C>",NA
547,228,"THA","Thailand",42,"Phetchabun",547,"Nam Nao","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E19><U+0E49><U+0E33><U+0E2B><U+0E19><U+0E32><U+0E27>",NA
548,228,"THA","Thailand",42,"Phetchabun",548,"Nong Phai","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2B><U+0E19><U+0E2D><U+0E07><U+0E44><U+0E1C><U+0E48>",NA
549,228,"THA","Thailand",42,"Phetchabun",549,"Si Thep","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E28><U+0E23><U+0E35><U+0E40><U+0E17><U+0E1E>",NA
550,228,"THA","Thailand",42,"Phetchabun",550,"Wang Pong","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E27><U+0E31><U+0E07><U+0E42><U+0E1B><U+0E48><U+0E07>",NA
551,228,"THA","Thailand",42,"Phetchabun",551,"Wichian Buri","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E27><U+0E34><U+0E40><U+0E0A><U+0E35><U+0E22><U+0E23><U+0E1A><U+0E38><U+0E23><U+0E35>",NA
552,228,"THA","Thailand",43,"Phetchaburi",552,"Ban Laem","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1A><U+0E49><U+0E32><U+0E19><U+0E41><U+0E2B><U+0E25><U+0E21>",NA
553,228,"THA","Thailand",43,"Phetchaburi",553,"Ban Lat","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1A><U+0E49><U+0E32><U+0E19><U+0E25><U+0E32><U+0E14>",NA
554,228,"THA","Thailand",43,"Phetchaburi",554,"Cha-Am","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E0A><U+0E30><U+0E2D><U+0E33>",NA
555,228,"THA","Thailand",43,"Phetchaburi",555,"Kaeng Krachan","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E41><U+0E01><U+0E48><U+0E07><U+0E01><U+0E23><U+0E30><U+0E08><U+0E32><U+0E19>",NA
556,228,"THA","Thailand",43,"Phetchaburi",556,"Khao Yoi","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E02><U+0E32><U+0E22><U+0E49><U+0E2D><U+0E22>",NA
557,228,"THA","Thailand",43,"Phetchaburi",557,"Muang Phetchaburi","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E21><U+0E37><U+0E2D><U+0E07><U+0E40><U+0E1E><U+0E0A><U+0E23><U+0E1A><U+0E38><U+0E23><U+0E35>","Muang Phetchabur"
558,228,"THA","Thailand",43,"Phetchaburi",558,"Nong Ya Plong","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2B><U+0E19><U+0E2D><U+0E07><U+0E2B><U+0E0D><U+0E49><U+0E32><U+0E1B><U+0E25><U+0E49><U+0E2D><U+0E07>",NA
559,228,"THA","Thailand",43,"Phetchaburi",559,"Tha Yang","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E17><U+0E48><U+0E32><U+0E22><U+0E32><U+0E07>",NA
560,228,"THA","Thailand",44,"Phichit",560,"Bang Mun Nak","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1A><U+0E32><U+0E07><U+0E21><U+0E39><U+0E25><U+0E19><U+0E32><U+0E01>",NA
561,228,"THA","Thailand",44,"Phichit",561,"K. Bung Narang","King Amphoe","Minor district","<U+0E01><U+0E34><U+0E48><U+0E07><U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1A><U+0E36><U+0E07><U+0E19><U+0E32><U+0E23><U+0E32><U+0E07>","Bung Narang"
562,228,"THA","Thailand",44,"Phichit",562,"K. Dong Charoen","King Amphoe","Minor district","<U+0E01><U+0E34><U+0E48><U+0E07><U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E14><U+0E07><U+0E40><U+0E08><U+0E23><U+0E34><U+0E0D>",NA
563,228,"THA","Thailand",44,"Phichit",563,"K. Sak Lek","King Amphoe","Minor district","<U+0E01><U+0E34><U+0E48><U+0E07><U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2A><U+0E32><U+0E01><U+0E40><U+0E2B><U+0E25><U+0E47><U+0E01>",NA
564,228,"THA","Thailand",44,"Phichit",564,"Muang Phichit","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E21><U+0E37><U+0E2D><U+0E07><U+0E1E><U+0E34><U+0E08><U+0E34><U+0E15><U+0E23>",NA
565,228,"THA","Thailand",44,"Phichit",565,"Pho Prathap Chan","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E42><U+0E1E><U+0E18><U+0E34><U+0E4C><U+0E1B><U+0E23><U+0E30><U+0E17><U+0E31><U+0E1A><U+0E0A><U+0E49><U+0E32><U+0E07>","Pho Prathap Chang"
566,228,"THA","Thailand",44,"Phichit",566,"Pho Thale","Amphoe","District","<U+0E42><U+0E1E><U+0E17><U+0E30><U+0E40><U+0E25>",NA
567,228,"THA","Thailand",44,"Phichit",567,"Sam Ngam","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2A><U+0E32><U+0E21><U+0E07><U+0E48><U+0E32><U+0E21>",NA
568,228,"THA","Thailand",44,"Phichit",568,"Taphan Hin","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E15><U+0E30><U+0E1E><U+0E32><U+0E19><U+0E2B><U+0E34><U+0E19>",NA
569,228,"THA","Thailand",44,"Phichit",569,"Thap Khlo","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E17><U+0E31><U+0E1A><U+0E04><U+0E25><U+0E49><U+0E2D>",NA
570,228,"THA","Thailand",44,"Phichit",570,"Wachira Barami","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E27><U+0E0A><U+0E34><U+0E23><U+0E30><U+0E1A><U+0E32><U+0E23><U+0E21><U+0E35>",NA
571,228,"THA","Thailand",44,"Phichit",571,"Wang Sai Phun","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E27><U+0E31><U+0E07><U+0E17><U+0E23><U+0E32><U+0E22><U+0E1E><U+0E39><U+0E19>",NA
572,228,"THA","Thailand",45,"Phitsanulok",572,"Bang Krathum","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1A><U+0E32><U+0E07><U+0E01><U+0E23><U+0E30><U+0E17><U+0E38><U+0E48><U+0E21>",NA
573,228,"THA","Thailand",45,"Phitsanulok",573,"Bang Rakam","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1A><U+0E32><U+0E07><U+0E23><U+0E30><U+0E01><U+0E33>",NA
574,228,"THA","Thailand",45,"Phitsanulok",574,"Chat Trakan","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E0A><U+0E32><U+0E15><U+0E34><U+0E15><U+0E23><U+0E30><U+0E01><U+0E32><U+0E23>",NA
575,228,"THA","Thailand",45,"Phitsanulok",575,"Muang Phitsanulok","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E21><U+0E37><U+0E2D><U+0E07><U+0E1E><U+0E34><U+0E29><U+0E13><U+0E38><U+0E42><U+0E25><U+0E01>",NA
576,228,"THA","Thailand",45,"Phitsanulok",576,"Nakhon Thai","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E19><U+0E04><U+0E23><U+0E44><U+0E17><U+0E22>",NA
577,228,"THA","Thailand",45,"Phitsanulok",577,"Noen Maprang","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E19><U+0E34><U+0E19><U+0E21><U+0E30><U+0E1B><U+0E23><U+0E32><U+0E07>",NA
578,228,"THA","Thailand",45,"Phitsanulok",578,"Phrom Phiram","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1E><U+0E23><U+0E2B><U+0E21><U+0E1E><U+0E34><U+0E23><U+0E32><U+0E21>",NA
579,228,"THA","Thailand",45,"Phitsanulok",579,"Wang Thong","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E27><U+0E31><U+0E07><U+0E17><U+0E2D><U+0E07>",NA
580,228,"THA","Thailand",45,"Phitsanulok",580,"Wat Bot","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E27><U+0E31><U+0E14><U+0E42><U+0E1A><U+0E2A><U+0E16><U+0E4C>",NA
581,228,"THA","Thailand",46,"Phra Nakhon Si Ayutthaya",581,"Ban Phraek","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1A><U+0E49><U+0E32><U+0E19><U+0E41><U+0E1E><U+0E23><U+0E01>",NA
582,228,"THA","Thailand",46,"Phra Nakhon Si Ayutthaya",582,"Bang Ban","Amphoe","District","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1A><U+0E32><U+0E07><U+0E1A><U+0E32><U+0E25>",NA
