"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
1,228,"THA","Thailand",1,"Amnat Charoen",1,"Chanuman",1,"Hua Taphan","Tambon","Sub district",NA,NA
2,228,"THA","Thailand",1,"Amnat Charoen",1,"Chanuman",2,"Kham Phra","Tambon","Sub district",NA,NA
3,228,"THA","Thailand",1,"Amnat Charoen",1,"Chanuman",3,"Kheng Yai","Tambon","Sub district",NA,NA
4,228,"THA","Thailand",1,"Amnat Charoen",1,"Chanuman",4,"Sang Tho Noi","Tambon","Sub district",NA,NA
5,228,"THA","Thailand",1,"Amnat Charoen",2,"Hua Taphan",5,"Chik Du","Tambon","Sub district",NA,NA
6,228,"THA","Thailand",1,"Amnat Charoen",2,"Hua Taphan",6,"Hua Taphan","Tambon","Sub district",NA,NA
7,228,"THA","Thailand",1,"Amnat Charoen",2,"Hua Taphan",7,"Kham Phra","Tambon","Sub district",NA,NA
8,228,"THA","Thailand",1,"Amnat Charoen",2,"Hua Taphan",8,"Kheng Yai","Tambon","Sub district",NA,NA
9,228,"THA","Thailand",1,"Amnat Charoen",2,"Hua Taphan",9,"Nong Kaeo","Tambon","Sub district",NA,NA
10,228,"THA","Thailand",1,"Amnat Charoen",2,"Hua Taphan",10,"Phon Mueang Noi","Tambon","Sub district",NA,NA
11,228,"THA","Thailand",1,"Amnat Charoen",2,"Hua Taphan",11,"Rattanawari","Tambon","Sub district",NA,"Rattang Wari"
12,228,"THA","Thailand",1,"Amnat Charoen",2,"Hua Taphan",12,"Sang Tho Noi","Tambon","Sub district",NA,NA
13,228,"THA","Thailand",1,"Amnat Charoen",3,"Lu Amnat",13,"Khum Yai","Tambon","Sub district",NA,NA
14,228,"THA","Thailand",1,"Amnat Charoen",3,"Lu Amnat",14,"Lao Phruan","Tambon","Sub district",NA,NA
15,228,"THA","Thailand",1,"Amnat Charoen",3,"Lu Amnat",15,"Na Phu","Tambon","Sub district",NA,NA
16,228,"THA","Thailand",1,"Amnat Charoen",3,"Lu Amnat",16,"Pla Khao","Tambon","Sub district",NA,NA
17,228,"THA","Thailand",1,"Amnat Charoen",3,"Lu Amnat",17,"Srang Nok Tha","Tambon","Sub district",NA,NA
18,228,"THA","Thailand",1,"Amnat Charoen",4,"Muang Amnat Charoen",18,"Bung","Tambon","Sub district",NA,NA
19,228,"THA","Thailand",1,"Amnat Charoen",4,"Muang Amnat Charoen",19,"Huai Rai","Tambon","Sub district",NA,NA
20,228,"THA","Thailand",1,"Amnat Charoen",4,"Muang Amnat Charoen",20,"Kai Kham","Tambon","Sub district",NA,NA
21,228,"THA","Thailand",1,"Amnat Charoen",4,"Muang Amnat Charoen",21,"Kut Pla Duk","Tambon","Sub district",NA,NA
22,228,"THA","Thailand",1,"Amnat Charoen",4,"Muang Amnat Charoen",22,"Na Chik","Tambon","Sub district",NA,NA
23,228,"THA","Thailand",1,"Amnat Charoen",4,"Muang Amnat Charoen",23,"Na Mo Ma","Tambon","Sub district",NA,NA
24,228,"THA","Thailand",1,"Amnat Charoen",4,"Muang Amnat Charoen",24,"Na Wang","Tambon","Sub district",NA,NA
25,228,"THA","Thailand",1,"Amnat Charoen",4,"Muang Amnat Charoen",25,"Nam Plik","Tambon","Sub district",NA,NA
26,228,"THA","Thailand",1,"Amnat Charoen",4,"Muang Amnat Charoen",26,"Non Nam Thaeng","Tambon","Sub district",NA,NA
27,228,"THA","Thailand",1,"Amnat Charoen",4,"Muang Amnat Charoen",27,"Non Pho","Tambon","Sub district",NA,NA
28,228,"THA","Thailand",1,"Amnat Charoen",4,"Muang Amnat Charoen",28,"Nong Masaeo","Tambon","Sub district",NA,"Nong Ma Saeo"
29,228,"THA","Thailand",1,"Amnat Charoen",5,"Pathum Ratwongsa",29,"Na Pa Saeng","Tambon","Sub district",NA,NA
30,228,"THA","Thailand",1,"Amnat Charoen",5,"Pathum Ratwongsa",30,"Na Wang","Tambon","Sub district",NA,NA
31,228,"THA","Thailand",1,"Amnat Charoen",5,"Pathum Ratwongsa",31,"Nong Kaeo","Tambon","Sub district",NA,NA
32,228,"THA","Thailand",1,"Amnat Charoen",5,"Pathum Ratwongsa",32,"Phon Muang Noi","Tambon","Sub district",NA,NA
33,228,"THA","Thailand",1,"Amnat Charoen",5,"Pathum Ratwongsa",33,"Phra Lao","Tambon","Sub district",NA,NA
34,228,"THA","Thailand",1,"Amnat Charoen",6,"Phana",34,"Chan Lan","Tambon","Sub district",NA,NA
35,228,"THA","Thailand",1,"Amnat Charoen",6,"Phana",35,"Mai Klon","Tambon","Sub district",NA,NA
36,228,"THA","Thailand",1,"Amnat Charoen",6,"Phana",36,"Phana/Phra Lao","Tambon","Sub district",NA,NA
37,228,"THA","Thailand",1,"Amnat Charoen",7,"Senangkhanikhom",37,"Na Wiang","Tambon","Sub district",NA,NA
38,228,"THA","Thailand",1,"Amnat Charoen",7,"Senangkhanikhom",38,"Nong Hai","Tambon","Sub district",NA,NA
39,228,"THA","Thailand",1,"Amnat Charoen",7,"Senangkhanikhom",39,"Nong Sam Si","Tambon","Sub district",NA,NA
40,228,"THA","Thailand",1,"Amnat Charoen",7,"Senangkhanikhom",40,"Phon Thong","Tambon","Sub district",NA,NA
41,228,"THA","Thailand",1,"Amnat Charoen",7,"Senangkhanikhom",41,"Rai Si Suk","Tambon","Sub district",NA,NA
42,228,"THA","Thailand",1,"Amnat Charoen",7,"Senangkhanikhom",42,"Senangkhanikhom","Tambon","Sub district",NA,NA
43,228,"THA","Thailand",2,"Ang Thong",8,"Chaiyo",43,"Chaiyaphum","Tambon","Sub district",NA,"Chaiphum"
44,228,"THA","Thailand",2,"Ang Thong",8,"Chaiyo",44,"Chaiyarit","Tambon","Sub district",NA,NA
45,228,"THA","Thailand",2,"Ang Thong",8,"Chaiyo",45,"Chaiyo","Tambon","Sub district",NA,"Chai Yo"
46,228,"THA","Thailand",2,"Ang Thong",8,"Chaiyo",46,"Chawai","Tambon","Sub district",NA,NA
47,228,"THA","Thailand",2,"Ang Thong",8,"Chaiyo",47,"Chorakhe Rong","Tambon","Sub district",NA,"Chora-khe Rong"
48,228,"THA","Thailand",2,"Ang Thong",8,"Chaiyo",48,"Lak Fa","Tambon","Sub district",NA,NA
49,228,"THA","Thailand",2,"Ang Thong",8,"Chaiyo",49,"Ratchasathit","Tambon","Sub district",NA,"Rat Sathit"
50,228,"THA","Thailand",2,"Ang Thong",8,"Chaiyo",50,"Thewarat","Tambon","Sub district",NA,"Thawarat"
51,228,"THA","Thailand",2,"Ang Thong",8,"Chaiyo",51,"Tri Narong","Tambon","Sub district",NA,"Trinarong"
52,228,"THA","Thailand",2,"Ang Thong",9,"Muang Ang Thong",52,"Ban  Ri","Tambon","Sub district",NA,NA
53,228,"THA","Thailand",2,"Ang Thong",9,"Muang Ang Thong",53,"Ban Hae","Tambon","Sub district",NA,NA
54,228,"THA","Thailand",2,"Ang Thong",9,"Muang Ang Thong",54,"Ban It","Tambon","Sub district",NA,NA
55,228,"THA","Thailand",2,"Ang Thong",9,"Muang Ang Thong",55,"Champa Lo","Tambon","Sub district",NA,NA
56,228,"THA","Thailand",2,"Ang Thong",9,"Muang Ang Thong",56,"Hua Phai","Tambon","Sub district",NA,NA
57,228,"THA","Thailand",2,"Ang Thong",9,"Muang Ang Thong",57,"Khlong Wua","Tambon","Sub district",NA,NA
58,228,"THA","Thailand",2,"Ang Thong",9,"Muang Ang Thong",58,"Mahat Thai","Tambon","Sub district",NA,NA
59,228,"THA","Thailand",2,"Ang Thong",9,"Muang Ang Thong",59,"Pa Ngio","Tambon","Sub district",NA,"Pa Ngiu"
60,228,"THA","Thailand",2,"Ang Thong",9,"Muang Ang Thong",60,"Phosa","Tambon","Sub district",NA,NA
61,228,"THA","Thailand",2,"Ang Thong",9,"Muang Ang Thong",61,"Sala Daeng","Tambon","Sub district",NA,NA
62,228,"THA","Thailand",2,"Ang Thong",9,"Muang Ang Thong",62,"Talat Kruat","Tambon","Sub district",NA,NA
63,228,"THA","Thailand",2,"Ang Thong",9,"Muang Ang Thong",63,"Yan Sue","Tambon","Sub district",NA,"Yan Su"
64,228,"THA","Thailand",2,"Ang Thong",10,"Pa Mok",64,"Bang Sadet","Tambon","Sub district",NA,NA
65,228,"THA","Thailand",2,"Ang Thong",10,"Pa Mok",65,"Ekkarat","Tambon","Sub district",NA,"Ek Rat"
66,228,"THA","Thailand",2,"Ang Thong",10,"Pa Mok",66,"Norasing","Tambon","Sub district",NA,NA
67,228,"THA","Thailand",2,"Ang Thong",10,"Pa Mok",67,"Phong Pheng","Tambon","Sub district",NA,"Phongpheng"
68,228,"THA","Thailand",2,"Ang Thong",10,"Pa Mok",68,"Rong Chang","Tambon","Sub district",NA,NA
69,228,"THA","Thailand",2,"Ang Thong",10,"Pa Mok",69,"Sai Thong","Tambon","Sub district",NA,NA
70,228,"THA","Thailand",2,"Ang Thong",11,"Pho Thong",70,"Ang Kaeo","Tambon","Sub district",NA,"Ang Khao"
71,228,"THA","Thailand",2,"Ang Thong",11,"Pho Thong",71,"Bang Chao Cha","Tambon","Sub district",NA,NA
72,228,"THA","Thailand",2,"Ang Thong",11,"Pho Thong",72,"Bang Phlap","Tambon","Sub district",NA,"Bang Phap"
73,228,"THA","Thailand",2,"Ang Thong",11,"Pho Thong",73,"Bang Rakam","Tambon","Sub district",NA,NA
74,228,"THA","Thailand",2,"Ang Thong",11,"Pho Thong",74,"Bo Rae","Tambon","Sub district",NA,NA
75,228,"THA","Thailand",2,"Ang Thong",11,"Pho Thong",75,"Inthapramun","Tambon","Sub district",NA,"Intha Bramun"
76,228,"THA","Thailand",2,"Ang Thong",11,"Pho Thong",76,"Kham Yat","Tambon","Sub district",NA,NA
77,228,"THA","Thailand",2,"Ang Thong",11,"Pho Thong",77,"Khok Phutsa","Tambon","Sub district",NA,NA
78,228,"THA","Thailand",2,"Ang Thong",11,"Pho Thong",78,"Nong Mae Kai","Tambon","Sub district",NA,NA
79,228,"THA","Thailand",2,"Ang Thong",11,"Pho Thong",79,"Ongkharak","Tambon","Sub district",NA,NA
80,228,"THA","Thailand",2,"Ang Thong",11,"Pho Thong",80,"Pho Rang Nok","Tambon","Sub district",NA,NA
81,228,"THA","Thailand",2,"Ang Thong",11,"Pho Thong",81,"Ram Masak","Tambon","Sub district",NA,NA
82,228,"THA","Thailand",2,"Ang Thong",11,"Pho Thong",82,"Sam Ngam","Tambon","Sub district",NA,NA
83,228,"THA","Thailand",2,"Ang Thong",11,"Pho Thong",83,"Thang Phra","Tambon","Sub district",NA,NA
84,228,"THA","Thailand",2,"Ang Thong",11,"Pho Thong",84,"Yang Sai","Tambon","Sub district",NA,"Yang Chai"
85,228,"THA","Thailand",2,"Ang Thong",12,"Samko",85,"Op Thom","Tambon","Sub district",NA,NA
86,228,"THA","Thailand",2,"Ang Thong",12,"Samko",86,"Pho Muang Phan","Tambon","Sub district",NA,NA
87,228,"THA","Thailand",2,"Ang Thong",13,"Sawaengha",87,"Ban Phran","Tambon","Sub district",NA,NA
88,228,"THA","Thailand",2,"Ang Thong",13,"Sawaengha",88,"Chamlong","Tambon","Sub district",NA,"Cham Long"
89,228,"THA","Thailand",2,"Ang Thong",13,"Sawaengha",89,"Huai Phai","Tambon","Sub district",NA,NA
90,228,"THA","Thailand",2,"Ang Thong",13,"Sawaengha",90,"Sawaeng  Ha","Tambon","Sub district",NA,"Sawaeng Ha"
91,228,"THA","Thailand",2,"Ang Thong",13,"Sawaengha",91,"Si Bua Thong","Tambon","Sub district",NA,NA
92,228,"THA","Thailand",2,"Ang Thong",13,"Sawaengha",92,"Si Phran","Tambon","Sub district",NA,NA
93,228,"THA","Thailand",2,"Ang Thong",13,"Sawaengha",93,"Wang Nam Yen","Tambon","Sub district",NA,NA
94,228,"THA","Thailand",2,"Ang Thong",14,"Wiset Chai Chan",94,"Bang Chak","Tambon","Sub district",NA,NA
95,228,"THA","Thailand",2,"Ang Thong",14,"Wiset Chai Chan",95,"Hua Taphan","Tambon","Sub district",NA,NA
96,228,"THA","Thailand",2,"Ang Thong",14,"Wiset Chai Chan",96,"Huai Khan Laen","Tambon","Sub district",NA,NA
97,228,"THA","Thailand",2,"Ang Thong",14,"Wiset Chai Chan",97,"Khlong Khanak","Tambon","Sub district",NA,NA
98,228,"THA","Thailand",2,"Ang Thong",14,"Wiset Chai Chan",98,"Lak Kaeo","Tambon","Sub district",NA,NA
99,228,"THA","Thailand",2,"Ang Thong",14,"Wiset Chai Chan",99,"Muang Tia","Tambon","Sub district",NA,NA
100,228,"THA","Thailand",2,"Ang Thong",14,"Wiset Chai Chan",100,"Phai Cham Sin","Tambon","Sub district",NA,NA
101,228,"THA","Thailand",2,"Ang Thong",14,"Wiset Chai Chan",101,"Phai Dam Phatthana","Tambon","Sub district",NA,NA
102,228,"THA","Thailand",2,"Ang Thong",14,"Wiset Chai Chan",102,"Phai Wong","Tambon","Sub district",NA,NA
103,228,"THA","Thailand",2,"Ang Thong",14,"Wiset Chai Chan",103,"San Chao Rong Thong","Tambon","Sub district",NA,NA
104,228,"THA","Thailand",2,"Ang Thong",14,"Wiset Chai Chan",104,"Sao Rong Hai","Tambon","Sub district",NA,NA
105,228,"THA","Thailand",2,"Ang Thong",14,"Wiset Chai Chan",105,"Si Roi","Tambon","Sub district",NA,NA
106,228,"THA","Thailand",2,"Ang Thong",14,"Wiset Chai Chan",106,"Talat Mai","Tambon","Sub district",NA,NA
107,228,"THA","Thailand",2,"Ang Thong",14,"Wiset Chai Chan",107,"Tha Chang","Tambon","Sub district",NA,NA
108,228,"THA","Thailand",2,"Ang Thong",14,"Wiset Chai Chan",108,"Yi Lon","Tambon","Sub district",NA,NA
109,228,"THA","Thailand",3,"Bangkok Metropolis",15,"Bang Bon",109,NA,"Tambon","Sub district",NA,NA
110,228,"THA","Thailand",3,"Bangkok Metropolis",16,"Bang Kapi",110,NA,"Tambon","Sub district",NA,NA
111,228,"THA","Thailand",3,"Bangkok Metropolis",17,"Bang Khae",111,NA,"Tambon","Sub district",NA,NA
112,228,"THA","Thailand",3,"Bangkok Metropolis",18,"Bang Khen",112,NA,"Tambon","Sub district",NA,NA
113,228,"THA","Thailand",3,"Bangkok Metropolis",19,"Bang Kho Laem",113,NA,"Tambon","Sub district",NA,NA
114,228,"THA","Thailand",3,"Bangkok Metropolis",20,"Bang Na",114,NA,"Tambon","Sub district",NA,NA
115,228,"THA","Thailand",3,"Bangkok Metropolis",21,"Bang Plad",115,NA,"Tambon","Sub district",NA,NA
116,228,"THA","Thailand",3,"Bangkok Metropolis",22,"Bang Rak",116,NA,"Tambon","Sub district",NA,NA
117,228,"THA","Thailand",3,"Bangkok Metropolis",23,"Bang Su",117,NA,"Tambon","Sub district",NA,NA
118,228,"THA","Thailand",3,"Bangkok Metropolis",24,"Bangkhuntien",118,NA,"Tambon","Sub district",NA,NA
119,228,"THA","Thailand",3,"Bangkok Metropolis",25,"Bangkok Noi",119,NA,"Tambon","Sub district",NA,NA
120,228,"THA","Thailand",3,"Bangkok Metropolis",26,"Bangkok Yai",120,NA,"Tambon","Sub district",NA,NA
121,228,"THA","Thailand",3,"Bangkok Metropolis",27,"Bung Kum",121,NA,"Tambon","Sub district",NA,NA
122,228,"THA","Thailand",3,"Bangkok Metropolis",28,"Chatuchak",122,NA,"Tambon","Sub district",NA,NA
123,228,"THA","Thailand",3,"Bangkok Metropolis",29,"Chom Thong",123,NA,"Tambon","Sub district",NA,NA
124,228,"THA","Thailand",3,"Bangkok Metropolis",30,"Din Dang",124,NA,"Tambon","Sub district",NA,NA
125,228,"THA","Thailand",3,"Bangkok Metropolis",31,"Don Muang",125,NA,"Tambon","Sub district",NA,NA
126,228,"THA","Thailand",3,"Bangkok Metropolis",32,"Dusit",126,NA,"Tambon","Sub district",NA,NA
127,228,"THA","Thailand",3,"Bangkok Metropolis",33,"Huai Kwang",127,NA,"Tambon","Sub district",NA,NA
128,228,"THA","Thailand",3,"Bangkok Metropolis",34,"Khan Na Yao",128,NA,"Tambon","Sub district",NA,NA
129,228,"THA","Thailand",3,"Bangkok Metropolis",35,"Khlong Sam Wa",129,NA,"Tambon","Sub district",NA,NA
130,228,"THA","Thailand",3,"Bangkok Metropolis",36,"Khlong San",130,NA,"Tambon","Sub district",NA,NA
131,228,"THA","Thailand",3,"Bangkok Metropolis",37,"Khlong Toey",131,NA,"Tambon","Sub district",NA,NA
132,228,"THA","Thailand",3,"Bangkok Metropolis",38,"Lak Si",132,NA,"Tambon","Sub district",NA,NA
133,228,"THA","Thailand",3,"Bangkok Metropolis",39,"Lat Krabang",133,NA,"Tambon","Sub district",NA,NA
134,228,"THA","Thailand",3,"Bangkok Metropolis",40,"Lat Phrao",134,NA,"Tambon","Sub district",NA,NA
135,228,"THA","Thailand",3,"Bangkok Metropolis",41,"Min Buri",135,NA,"Tambon","Sub district",NA,NA
136,228,"THA","Thailand",3,"Bangkok Metropolis",42,"Nong Chok",136,NA,"Tambon","Sub district",NA,NA
137,228,"THA","Thailand",3,"Bangkok Metropolis",43,"Nongkheam",137,NA,"Tambon","Sub district",NA,NA
138,228,"THA","Thailand",3,"Bangkok Metropolis",44,"Pathum Wan",138,NA,"Tambon","Sub district",NA,NA
139,228,"THA","Thailand",3,"Bangkok Metropolis",45,"Phasi Charoen",139,NA,"Tambon","Sub district",NA,NA
140,228,"THA","Thailand",3,"Bangkok Metropolis",46,"Phaya Thai",140,NA,"Tambon","Sub district",NA,NA
141,228,"THA","Thailand",3,"Bangkok Metropolis",47,"Phra Nakhon",141,NA,"Tambon","Sub district",NA,NA
142,228,"THA","Thailand",3,"Bangkok Metropolis",48,"Pom Pram Sattru",142,NA,"Tambon","Sub district",NA,NA
143,228,"THA","Thailand",3,"Bangkok Metropolis",49,"Prakanong",143,NA,"Tambon","Sub district",NA,NA
144,228,"THA","Thailand",3,"Bangkok Metropolis",50,"Prawet",144,NA,"Tambon","Sub district",NA,NA
145,228,"THA","Thailand",3,"Bangkok Metropolis",51,"Rat Burana",145,NA,"Tambon","Sub district",NA,NA
146,228,"THA","Thailand",3,"Bangkok Metropolis",52,"Ratchathewi",146,NA,"Tambon","Sub district",NA,NA
147,228,"THA","Thailand",3,"Bangkok Metropolis",53,"Sai Mai",147,NA,"Tambon","Sub district",NA,NA
148,228,"THA","Thailand",3,"Bangkok Metropolis",54,"Samphantawong",148,NA,"Tambon","Sub district",NA,NA
149,228,"THA","Thailand",3,"Bangkok Metropolis",55,"Saphan Sung",149,NA,"Tambon","Sub district",NA,NA
150,228,"THA","Thailand",3,"Bangkok Metropolis",56,"Sathorn",150,NA,"Tambon","Sub district",NA,NA
151,228,"THA","Thailand",3,"Bangkok Metropolis",57,"Suan Luang",151,NA,"Tambon","Sub district",NA,NA
152,228,"THA","Thailand",3,"Bangkok Metropolis",58,"Taling Chan",152,NA,"Tambon","Sub district",NA,NA
153,228,"THA","Thailand",3,"Bangkok Metropolis",59,"Thawi Wattana",153,NA,"Tambon","Sub district",NA,NA
154,228,"THA","Thailand",3,"Bangkok Metropolis",60,"Thon Buri",154,NA,"Tambon","Sub district",NA,NA
155,228,"THA","Thailand",3,"Bangkok Metropolis",61,"Thungkru",155,NA,"Tambon","Sub district",NA,NA
156,228,"THA","Thailand",3,"Bangkok Metropolis",62,"Wang Thonglang",156,NA,"Tambon","Sub district",NA,NA
157,228,"THA","Thailand",3,"Bangkok Metropolis",63,"Wattana",157,NA,"Tambon","Sub district",NA,NA
158,228,"THA","Thailand",3,"Bangkok Metropolis",64,"Yannawa",158,NA,"Tambon","Sub district",NA,NA
159,228,"THA","Thailand",4,"Bueng Kan",65,"Bung Kan",159,"Bueng Kan","Tambon","Sub district",NA,NA
160,228,"THA","Thailand",4,"Bueng Kan",65,"Bung Kan",160,"Chaiyaphon","Tambon","Sub district",NA,"Chiyaphon"
161,228,"THA","Thailand",4,"Bueng Kan",65,"Bung Kan",161,"Ho Kham","Tambon","Sub district",NA,"Hokham"
162,228,"THA","Thailand",4,"Bueng Kan",65,"Bung Kan",162,"Kai Si","Tambon","Sub district",NA,"Khai Si"
163,228,"THA","Thailand",4,"Bueng Kan",65,"Bung Kan",163,"Khok Kong","Tambon","Sub district",NA,NA
164,228,"THA","Thailand",4,"Bueng Kan",65,"Bung Kan",164,"Na Sawan","Tambon","Sub district",NA,NA
165,228,"THA","Thailand",4,"Bueng Kan",65,"Bung Kan",165,"Non Sombun","Tambon","Sub district",NA,NA
166,228,"THA","Thailand",4,"Bueng Kan",65,"Bung Kan",166,"Nong Kheng","Tambon","Sub district",NA,NA
167,228,"THA","Thailand",4,"Bueng Kan",65,"Bung Kan",167,"Nong Loeng","Tambon","Sub district",NA,NA
168,228,"THA","Thailand",4,"Bueng Kan",66,"Bung Khong Long",168,"Bueng Khong  Long","Tambon","Sub district",NA,"Bung Khong Long"
169,228,"THA","Thailand",4,"Bueng Kan",66,"Bung Khong Long",169,"Dong Bang","Tambon","Sub district",NA,NA
170,228,"THA","Thailand",4,"Bueng Kan",66,"Bung Khong Long",170,"Pho Mak Khaeng","Tambon","Sub district",NA,NA
171,228,"THA","Thailand",4,"Bueng Kan",66,"Bung Khong Long",171,"Tha Dok Kham","Tambon","Sub district",NA,NA
172,228,"THA","Thailand",4,"Bueng Kan",67,"K. Bung Khla",172,"Khok Kwang","Tambon","Sub district",NA,NA
173,228,"THA","Thailand",4,"Bueng Kan",67,"K. Bung Khla",173,"Nong Doen","Tambon","Sub district",NA,NA
174,228,"THA","Thailand",4,"Bueng Kan",68,"Pak Khat",174,"Na Kang","Tambon","Sub district",NA,"Nakang"
175,228,"THA","Thailand",4,"Bueng Kan",68,"Pak Khat",175,"Non Sila","Tambon","Sub district",NA,NA
176,228,"THA","Thailand",4,"Bueng Kan",68,"Pak Khat",176,"Nong Yong","Tambon","Sub district",NA,NA
177,228,"THA","Thailand",4,"Bueng Kan",68,"Pak Khat",177,"Pak Khat","Tambon","Sub district",NA,NA
178,228,"THA","Thailand",4,"Bueng Kan",68,"Pak Khat",178,"Som Sanuk","Tambon","Sub district",NA,NA
179,228,"THA","Thailand",4,"Bueng Kan",69,"Phon Charoen",179,"Don Ya Nang","Tambon","Sub district",NA,NA
180,228,"THA","Thailand",4,"Bueng Kan",69,"Phon Charoen",180,"Nong Hua Chang","Tambon","Sub district",NA,NA
181,228,"THA","Thailand",4,"Bueng Kan",69,"Phon Charoen",181,"Phon Charoen","Tambon","Sub district",NA,NA
182,228,"THA","Thailand",4,"Bueng Kan",69,"Phon Charoen",182,"Si Chomphu","Tambon","Sub district",NA,"Sri Chomphu"
183,228,"THA","Thailand",4,"Bueng Kan",70,"Seka",183,"Ban Tong","Tambon","Sub district",NA,NA
184,228,"THA","Thailand",4,"Bueng Kan",70,"Seka",184,"Nam Chan","Tambon","Sub district",NA,NA
185,228,"THA","Thailand",4,"Bueng Kan",70,"Seka",185,"Pong Hai","Tambon","Sub district",NA,NA
186,228,"THA","Thailand",4,"Bueng Kan",70,"Seka",186,"Sang","Tambon","Sub district",NA,NA
187,228,"THA","Thailand",4,"Bueng Kan",70,"Seka",187,"Seka","Tambon","Sub district",NA,NA
188,228,"THA","Thailand",4,"Bueng Kan",70,"Seka",188,"Tha Kok Daeng","Tambon","Sub district",NA,NA
189,228,"THA","Thailand",4,"Bueng Kan",70,"Seka",189,"Tha Sa-at","Tambon","Sub district",NA,NA
190,228,"THA","Thailand",4,"Bueng Kan",71,"Si Wilai",190,"Chomphu Phon","Tambon","Sub district",NA,"Chumphu Phon"
191,228,"THA","Thailand",4,"Bueng Kan",71,"Si Wilai",191,"Na Sabaeng","Tambon","Sub district",NA,NA
192,228,"THA","Thailand",4,"Bueng Kan",71,"Si Wilai",192,"Na Saeng","Tambon","Sub district",NA,NA
193,228,"THA","Thailand",4,"Bueng Kan",71,"Si Wilai",193,"Na Sing","Tambon","Sub district",NA,NA
194,228,"THA","Thailand",4,"Bueng Kan",71,"Si Wilai",194,"Si Wilai","Tambon","Sub district",NA,"Sri Wilai"
195,228,"THA","Thailand",4,"Bueng Kan",72,"So Phisai",195,"Bua Tum","Tambon","Sub district",NA,NA
196,228,"THA","Thailand",4,"Bueng Kan",72,"So Phisai",196,"Kham Kaeo","Tambon","Sub district",NA,NA
197,228,"THA","Thailand",4,"Bueng Kan",72,"So Phisai",197,"Nong Phan Tha","Tambon","Sub district",NA,NA
198,228,"THA","Thailand",4,"Bueng Kan",72,"So Phisai",198,"Si Chomphu","Tambon","Sub district",NA,"Sri Chomphu"
199,228,"THA","Thailand",4,"Bueng Kan",72,"So Phisai",199,"So","Tambon","Sub district",NA,NA
200,228,"THA","Thailand",5,"Buri Ram",73,"Ban Kruat",200,"Ban Kruat","Tambon","Sub district",NA,NA
201,228,"THA","Thailand",5,"Buri Ram",73,"Ban Kruat",201,"Bueng Charoen","Tambon","Sub district",NA,"Bung Charoen"
202,228,"THA","Thailand",5,"Buri Ram",73,"Ban Kruat",202,"Hin Lat","Tambon","Sub district",NA,NA
203,228,"THA","Thailand",5,"Buri Ram",73,"Ban Kruat",203,"Non Charoen","Tambon","Sub district",NA,NA
204,228,"THA","Thailand",5,"Buri Ram",73,"Ban Kruat",204,"Nong Mai Ngam","Tambon","Sub district",NA,NA
205,228,"THA","Thailand",5,"Buri Ram",73,"Ban Kruat",205,"Prasat","Tambon","Sub district",NA,NA
206,228,"THA","Thailand",5,"Buri Ram",73,"Ban Kruat",206,"Sai Taku","Tambon","Sub district",NA,NA
207,228,"THA","Thailand",5,"Buri Ram",74,"Ban Mai Chai Pho",207,"Daeng Yai","Tambon","Sub district",NA,NA
208,228,"THA","Thailand",5,"Buri Ram",74,"Ban Mai Chai Pho",208,"Nong Waeng","Tambon","Sub district",NA,NA
209,228,"THA","Thailand",5,"Buri Ram",74,"Ban Mai Chai Pho",209,"Thonglang","Tambon","Sub district",NA,"Thong Lang"
210,228,"THA","Thailand",5,"Buri Ram",75,"Chalermphrakiet",210,"Charoen Suk","Tambon","Sub district",NA,NA
211,228,"THA","Thailand",5,"Buri Ram",75,"Chalermphrakiet",211,"Isan Khet","Tambon","Sub district",NA,"E-san Khet"
212,228,"THA","Thailand",5,"Buri Ram",75,"Chalermphrakiet",212,"Ta Pek","Tambon","Sub district",NA,NA
213,228,"THA","Thailand",5,"Buri Ram",75,"Chalermphrakiet",213,"Thawon","Tambon","Sub district",NA,NA
214,228,"THA","Thailand",5,"Buri Ram",75,"Chalermphrakiet",214,"Yai Yam Wattana","Tambon","Sub district",NA,NA
215,228,"THA","Thailand",5,"Buri Ram",76,"Cham Ni",215,"Chamni","Tambon","Sub district",NA,"Cham Ni"
216,228,"THA","Thailand",5,"Buri Ram",76,"Cham Ni",216,"Kan Lueang","Tambon","Sub district",NA,"Kan Luang"
217,228,"THA","Thailand",5,"Buri Ram",76,"Cham Ni",217,"Mueang Yang","Tambon","Sub district",NA,"Muang Yang"
218,228,"THA","Thailand",5,"Buri Ram",76,"Cham Ni",218,"Nong Plong","Tambon","Sub district",NA,NA
219,228,"THA","Thailand",5,"Buri Ram",77,"Huai Rat",219,"Huai Rat","Tambon","Sub district",NA,NA
220,228,"THA","Thailand",5,"Buri Ram",77,"Huai Rat",220,"Sam Waeng","Tambon","Sub district",NA,NA
221,228,"THA","Thailand",5,"Buri Ram",77,"Huai Rat",221,"Sanuan","Tambon","Sub district",NA,NA
222,228,"THA","Thailand",5,"Buri Ram",77,"Huai Rat",222,"Ta Sao","Tambon","Sub district",NA,NA
223,228,"THA","Thailand",5,"Buri Ram",78,"K. Ban Dan",223,"Ban Dan","Tambon","Sub district",NA,NA
