"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
443,228,"THA","Thailand",7,"Chai Nat",108,"K. Noen Kham",443,"Noen Kham","Tambon","Sub district",NA,NA
444,228,"THA","Thailand",7,"Chai Nat",108,"K. Noen Kham",444,"Suk Duean Ha","Tambon","Sub district",NA,"Suk Duan Ha"
445,228,"THA","Thailand",7,"Chai Nat",109,"K. Nong Ma Mong",445,"Kut Chok","Tambon","Sub district",NA,NA
446,228,"THA","Thailand",7,"Chai Nat",109,"K. Nong Ma Mong",446,"Nong Mamong","Tambon","Sub district",NA,NA
447,228,"THA","Thailand",7,"Chai Nat",109,"K. Nong Ma Mong",447,"Saphan Hin","Tambon","Sub district",NA,NA
448,228,"THA","Thailand",7,"Chai Nat",109,"K. Nong Ma Mong",448,"Wang Ta Khian","Tambon","Sub district",NA,NA
449,228,"THA","Thailand",7,"Chai Nat",110,"Manorom",449,"Hang Nam Sakon","Tambon","Sub district",NA,"Hang Nam Sakhon"
450,228,"THA","Thailand",7,"Chai Nat",110,"Manorom",450,"Khung Samphao","Tambon","Sub district",NA,NA
451,228,"THA","Thailand",7,"Chai Nat",110,"Manorom",451,"Rai Phatthana","Tambon","Sub district",NA,"Rai Patthana"
452,228,"THA","Thailand",7,"Chai Nat",110,"Manorom",452,"Sila Dan","Tambon","Sub district",NA,"Siladan"
453,228,"THA","Thailand",7,"Chai Nat",110,"Manorom",453,"Tha Chanuan","Tambon","Sub district",NA,NA
454,228,"THA","Thailand",7,"Chai Nat",110,"Manorom",454,"U Taphao","Tambon","Sub district",NA,NA
455,228,"THA","Thailand",7,"Chai Nat",110,"Manorom",455,"Wat Khok","Tambon","Sub district",NA,NA
456,228,"THA","Thailand",7,"Chai Nat",111,"Muang Chai Nat",456,"Ban Kluai","Tambon","Sub district",NA,NA
457,228,"THA","Thailand",7,"Chai Nat",111,"Muang Chai Nat",457,"Chai Nat","Tambon","Sub district",NA,"Chainat"
458,228,"THA","Thailand",7,"Chai Nat",111,"Muang Chai Nat",458,"Hat Tha Sao","Tambon","Sub district",NA,NA
459,228,"THA","Thailand",7,"Chai Nat",111,"Muang Chai Nat",459,"Khao Tha Phra","Tambon","Sub district",NA,NA
460,228,"THA","Thailand",7,"Chai Nat",111,"Muang Chai Nat",460,"Nai Mueang","Tambon","Sub district",NA,NA
461,228,"THA","Thailand",7,"Chai Nat",111,"Muang Chai Nat",461,"Nang Lue","Tambon","Sub district",NA,"Nang Lu"
462,228,"THA","Thailand",7,"Chai Nat",111,"Muang Chai Nat",462,"Suea Hok","Tambon","Sub district",NA,"Sua Hok"
463,228,"THA","Thailand",7,"Chai Nat",111,"Muang Chai Nat",463,"Tha Chai","Tambon","Sub district",NA,NA
464,228,"THA","Thailand",7,"Chai Nat",111,"Muang Chai Nat",464,"Thammamun","Tambon","Sub district",NA,NA
465,228,"THA","Thailand",7,"Chai Nat",112,"Sankha Buri",465,"Bang  Khut","Tambon","Sub district",NA,NA
466,228,"THA","Thailand",7,"Chai Nat",112,"Sankha Buri",466,"Don Kam","Tambon","Sub district",NA,NA
467,228,"THA","Thailand",7,"Chai Nat",112,"Sankha Buri",467,"Dong Khon","Tambon","Sub district",NA,NA
468,228,"THA","Thailand",7,"Chai Nat",112,"Sankha Buri",468,"Huai Krot/Huai Krot Phatthana","Tambon","Sub district",NA,NA
469,228,"THA","Thailand",7,"Chai Nat",112,"Sankha Buri",469,"Pho Ngam","Tambon","Sub district",NA,NA
470,228,"THA","Thailand",7,"Chai Nat",112,"Sankha Buri",470,"Phraek Si Racha","Tambon","Sub district",NA,"Phraek Sriracha"
471,228,"THA","Thailand",7,"Chai Nat",112,"Sankha Buri",471,"Thiang Thae","Tambon","Sub district",NA,NA
472,228,"THA","Thailand",7,"Chai Nat",113,"Sanphaya",472,"Bang Luang","Tambon","Sub district",NA,NA
473,228,"THA","Thailand",7,"Chai Nat",113,"Sanphaya",473,"Hat Asa","Tambon","Sub district",NA,NA
474,228,"THA","Thailand",7,"Chai Nat",113,"Sanphaya",474,"Khao Kaeo","Tambon","Sub district",NA,NA
475,228,"THA","Thailand",7,"Chai Nat",113,"Sanphaya",475,"Pho Nang Dam Ok","Tambon","Sub district",NA,NA
476,228,"THA","Thailand",7,"Chai Nat",113,"Sanphaya",476,"Pho Nang Dam Tok","Tambon","Sub district",NA,NA
477,228,"THA","Thailand",7,"Chai Nat",113,"Sanphaya",477,"Sapphaya","Tambon","Sub district",NA,"Supphaya"
478,228,"THA","Thailand",7,"Chai Nat",113,"Sanphaya",478,"Taluk","Tambon","Sub district",NA,NA
479,228,"THA","Thailand",7,"Chai Nat",114,"Wat Sing",479,"Bo Rae","Tambon","Sub district",NA,NA
480,228,"THA","Thailand",7,"Chai Nat",114,"Wat Sing",480,"Makham Thao","Tambon","Sub district",NA,NA
481,228,"THA","Thailand",7,"Chai Nat",114,"Wat Sing",481,"Nong Bua","Tambon","Sub district",NA,NA
482,228,"THA","Thailand",7,"Chai Nat",114,"Wat Sing",482,"Nong Khun","Tambon","Sub district",NA,NA
483,228,"THA","Thailand",7,"Chai Nat",114,"Wat Sing",483,"Nong Noi","Tambon","Sub district",NA,NA
484,228,"THA","Thailand",7,"Chai Nat",114,"Wat Sing",484,"Wat Sing","Tambon","Sub district",NA,NA
485,228,"THA","Thailand",8,"Chaiyaphum",115,"Bamnet Narong",485,"Ban Chuan","Tambon","Sub district",NA,NA
486,228,"THA","Thailand",8,"Chaiyaphum",115,"Bamnet Narong",486,"Ban Phet","Tambon","Sub district",NA,NA
487,228,"THA","Thailand",8,"Chaiyaphum",115,"Bamnet Narong",487,"Ban Tan","Tambon","Sub district",NA,NA
488,228,"THA","Thailand",8,"Chaiyaphum",115,"Bamnet Narong",488,"Hua Thale","Tambon","Sub district",NA,"Hua Tale"
489,228,"THA","Thailand",8,"Chaiyaphum",115,"Bamnet Narong",489,"Khok Roengrom","Tambon","Sub district",NA,NA
490,228,"THA","Thailand",8,"Chaiyaphum",116,"Ban Khwao",490,"Ban Khwao","Tambon","Sub district",NA,NA
491,228,"THA","Thailand",8,"Chaiyaphum",116,"Ban Khwao",491,"Chi Bon","Tambon","Sub district",NA,NA
492,228,"THA","Thailand",8,"Chaiyaphum",116,"Ban Khwao",492,"Lum Lamchi","Tambon","Sub district",NA,"Lum Lam Chi"
493,228,"THA","Thailand",8,"Chaiyaphum",116,"Ban Khwao",493,"Talat Raeng","Tambon","Sub district",NA,NA
494,228,"THA","Thailand",8,"Chaiyaphum",117,"Ban Thaen",494,"Ban Tao","Tambon","Sub district",NA,NA
495,228,"THA","Thailand",8,"Chaiyaphum",117,"Ban Thaen",495,"Ban Thaen","Tambon","Sub district",NA,NA
496,228,"THA","Thailand",8,"Chaiyaphum",117,"Ban Thaen",496,"Nong Khu","Tambon","Sub district",NA,NA
497,228,"THA","Thailand",8,"Chaiyaphum",117,"Ban Thaen",497,"Sa Phang","Tambon","Sub district",NA,"Sra Pang"
498,228,"THA","Thailand",8,"Chaiyaphum",117,"Ban Thaen",498,"Sam Suan","Tambon","Sub district",NA,NA
499,228,"THA","Thailand",8,"Chaiyaphum",118,"Chatturat",499,"Ban Kham","Tambon","Sub district",NA,NA
500,228,"THA","Thailand",8,"Chaiyaphum",118,"Chatturat",500,"Ban Kok","Tambon","Sub district",NA,NA
501,228,"THA","Thailand",8,"Chaiyaphum",118,"Chatturat",501,"Khut Nam Sai","Tambon","Sub district",NA,NA
502,228,"THA","Thailand",8,"Chaiyaphum",118,"Chatturat",502,"Lahan","Tambon","Sub district",NA,"La Han"
503,228,"THA","Thailand",8,"Chaiyaphum",118,"Chatturat",503,"Nong Bua Ban","Tambon","Sub district",NA,NA
504,228,"THA","Thailand",8,"Chaiyaphum",118,"Chatturat",504,"Nong Bua Khok","Tambon","Sub district",NA,NA
505,228,"THA","Thailand",8,"Chaiyaphum",118,"Chatturat",505,"Nong Bua Yai","Tambon","Sub district",NA,NA
506,228,"THA","Thailand",8,"Chaiyaphum",118,"Chatturat",506,"Nong Don","Tambon","Sub district",NA,NA
507,228,"THA","Thailand",8,"Chaiyaphum",119,"K. Sap Yai",507,"Tha Kup","Tambon","Sub district",NA,NA
508,228,"THA","Thailand",8,"Chaiyaphum",120,"Kaeng Khlo",508,"Ban Kaeng","Tambon","Sub district",NA,NA
509,228,"THA","Thailand",8,"Chaiyaphum",120,"Kaeng Khlo",509,"Chong Sam Mo","Tambon","Sub district",NA,NA
510,228,"THA","Thailand",8,"Chaiyaphum",120,"Kaeng Khlo",510,"Khok Kung","Tambon","Sub district",NA,NA
511,228,"THA","Thailand",8,"Chaiyaphum",120,"Kaeng Khlo",511,"Lup Kha","Tambon","Sub district",NA,NA
512,228,"THA","Thailand",8,"Chaiyaphum",120,"Kaeng Khlo",512,"Na Nong Thum","Tambon","Sub district",NA,NA
513,228,"THA","Thailand",8,"Chaiyaphum",120,"Kaeng Khlo",513,"Nong Kham","Tambon","Sub district",NA,NA
514,228,"THA","Thailand",8,"Chaiyaphum",120,"Kaeng Khlo",514,"Nong Sang","Tambon","Sub district",NA,NA
515,228,"THA","Thailand",8,"Chaiyaphum",121,"Kaset Sombon",515,"Ban Duea","Tambon","Sub district",NA,"Ban Dua"
516,228,"THA","Thailand",8,"Chaiyaphum",121,"Kaset Sombon",516,"Ban Han","Tambon","Sub district",NA,NA
517,228,"THA","Thailand",8,"Chaiyaphum",121,"Kaset Sombon",517,"Ban Pao","Tambon","Sub district",NA,NA
518,228,"THA","Thailand",8,"Chaiyaphum",121,"Kaset Sombon",518,"Ban Yang","Tambon","Sub district",NA,NA
519,228,"THA","Thailand",8,"Chaiyaphum",121,"Kaset Sombon",519,"Kut Lo","Tambon","Sub district",NA,"Kut Lao"
520,228,"THA","Thailand",8,"Chaiyaphum",121,"Kaset Sombon",520,"Non Kok","Tambon","Sub district",NA,NA
521,228,"THA","Thailand",8,"Chaiyaphum",121,"Kaset Sombon",521,"Nong Kha","Tambon","Sub district",NA,NA
522,228,"THA","Thailand",8,"Chaiyaphum",121,"Kaset Sombon",522,"Nong Phon Ngam","Tambon","Sub district",NA,NA
523,228,"THA","Thailand",8,"Chaiyaphum",121,"Kaset Sombon",523,"Sa Phon Thong","Tambon","Sub district",NA,"Sra Phon Thong"
524,228,"THA","Thailand",8,"Chaiyaphum",122,"Khon San",524,"Huai Yang","Tambon","Sub district",NA,NA
525,228,"THA","Thailand",8,"Chaiyaphum",122,"Khon San",525,"Khon San","Tambon","Sub district",NA,NA
526,228,"THA","Thailand",8,"Chaiyaphum",122,"Khon San",526,"Non Khun","Tambon","Sub district",NA,NA
527,228,"THA","Thailand",8,"Chaiyaphum",122,"Khon San",527,"Thung Luilai","Tambon","Sub district",NA,NA
528,228,"THA","Thailand",8,"Chaiyaphum",122,"Khon San",528,"Thung Phra","Tambon","Sub district",NA,NA
529,228,"THA","Thailand",8,"Chaiyaphum",123,"Khon Sawan",529,"Ban Sok","Tambon","Sub district",NA,NA
530,228,"THA","Thailand",8,"Chaiyaphum",123,"Khon Sawan",530,"Chong Sam Mo","Tambon","Sub district",NA,NA
531,228,"THA","Thailand",8,"Chaiyaphum",123,"Khon Sawan",531,"Huai Rai","Tambon","Sub district",NA,NA
532,228,"THA","Thailand",8,"Chaiyaphum",123,"Khon Sawan",532,"Khon Sawan","Tambon","Sub district",NA,NA
533,228,"THA","Thailand",8,"Chaiyaphum",123,"Khon Sawan",533,"Non Sa-at","Tambon","Sub district",NA,NA
534,228,"THA","Thailand",8,"Chaiyaphum",123,"Khon Sawan",534,"Yang Wai","Tambon","Sub district",NA,NA
535,228,"THA","Thailand",8,"Chaiyaphum",124,"Muang Chaiyaphum",535,"Ban Khai","Tambon","Sub district",NA,NA
536,228,"THA","Thailand",8,"Chaiyaphum",124,"Muang Chaiyaphum",536,"Ban Lao","Tambon","Sub district",NA,NA
537,228,"THA","Thailand",8,"Chaiyaphum",124,"Muang Chaiyaphum",537,"Chi Long","Tambon","Sub district",NA,NA
538,228,"THA","Thailand",8,"Chaiyaphum",124,"Muang Chaiyaphum",538,"Huai Ton","Tambon","Sub district",NA,NA
539,228,"THA","Thailand",8,"Chaiyaphum",124,"Muang Chaiyaphum",539,"Kut Tum","Tambon","Sub district",NA,NA
540,228,"THA","Thailand",8,"Chaiyaphum",124,"Muang Chaiyaphum",540,"Lat Yai","Tambon","Sub district",NA,NA
541,228,"THA","Thailand",8,"Chaiyaphum",124,"Muang Chaiyaphum",541,"Na Fai","Tambon","Sub district",NA,NA
542,228,"THA","Thailand",8,"Chaiyaphum",124,"Muang Chaiyaphum",542,"Na Siao","Tambon","Sub district",NA,"Na Sieo"
543,228,"THA","Thailand",8,"Chaiyaphum",124,"Muang Chaiyaphum",543,"Nong Na Saeng","Tambon","Sub district",NA,NA
544,228,"THA","Thailand",8,"Chaiyaphum",124,"Muang Chaiyaphum",544,"Nong Phai","Tambon","Sub district",NA,NA
545,228,"THA","Thailand",8,"Chaiyaphum",124,"Muang Chaiyaphum",545,"Phon Thong","Tambon","Sub district",NA,NA
546,228,"THA","Thailand",8,"Chaiyaphum",124,"Muang Chaiyaphum",546,"Rop Mueang","Tambon","Sub district",NA,"Rop Muang"
547,228,"THA","Thailand",8,"Chaiyaphum",124,"Muang Chaiyaphum",547,"Tha Hin Ngom","Tambon","Sub district",NA,NA
548,228,"THA","Thailand",8,"Chaiyaphum",125,"Noen Sa-Nga",548,"Kahad","Tambon","Sub district",NA,"Ka Hat"
549,228,"THA","Thailand",8,"Chaiyaphum",125,"Noen Sa-Nga",549,"Nong Chim","Tambon","Sub district",NA,NA
550,228,"THA","Thailand",8,"Chaiyaphum",125,"Noen Sa-Nga",550,"Ta Noen","Tambon","Sub district",NA,NA
551,228,"THA","Thailand",8,"Chaiyaphum",126,"Nong Bua Daeng",551,"Khu Mueang","Tambon","Sub district",NA,"Khu Muang"
552,228,"THA","Thailand",8,"Chaiyaphum",126,"Nong Bua Daeng",552,"Kut Chum Saeng","Tambon","Sub district",NA,NA
553,228,"THA","Thailand",8,"Chaiyaphum",126,"Nong Bua Daeng",553,"Nang Daet","Tambon","Sub district",NA,NA
554,228,"THA","Thailand",8,"Chaiyaphum",126,"Nong Bua Daeng",554,"Nong Bua Daeng","Tambon","Sub district",NA,NA
555,228,"THA","Thailand",8,"Chaiyaphum",126,"Nong Bua Daeng",555,"Nong Waeng","Tambon","Sub district",NA,NA
556,228,"THA","Thailand",8,"Chaiyaphum",126,"Nong Bua Daeng",556,"Tham Wua Daeng","Tambon","Sub district",NA,"Tham Wau Daeng"
557,228,"THA","Thailand",8,"Chaiyaphum",127,"Nong Bua Rawae",557,"Huai Yae","Tambon","Sub district",NA,NA
558,228,"THA","Thailand",8,"Chaiyaphum",127,"Nong Bua Rawae",558,"Khok Sa-at","Tambon","Sub district",NA,NA
559,228,"THA","Thailand",8,"Chaiyaphum",127,"Nong Bua Rawae",559,"Nong Bua Rawe","Tambon","Sub district",NA,"Nong Bua Raheo"
560,228,"THA","Thailand",8,"Chaiyaphum",127,"Nong Bua Rawae",560,"Wang Takhe","Tambon","Sub district",NA,NA
561,228,"THA","Thailand",8,"Chaiyaphum",128,"Phakdi Chumphol",561,"Ban Chiang","Tambon","Sub district",NA,NA
562,228,"THA","Thailand",8,"Chaiyaphum",128,"Phakdi Chumphol",562,"Chao Thong","Tambon","Sub district",NA,NA
563,228,"THA","Thailand",8,"Chaiyaphum",129,"Phu Khieo",563,"Ban  Phet","Tambon","Sub district",NA,NA
564,228,"THA","Thailand",8,"Chaiyaphum",129,"Phu Khieo",564,"Ban Phet","Tambon","Sub district",NA,NA
565,228,"THA","Thailand",8,"Chaiyaphum",129,"Phu Khieo",565,"Bau Kaeng","Tambon","Sub district",NA,NA
566,228,"THA","Thailand",8,"Chaiyaphum",129,"Phu Khieo",566,"Khok Sa-at","Tambon","Sub district",NA,NA
567,228,"THA","Thailand",8,"Chaiyaphum",129,"Phu Khieo",567,"Kut Yom","Tambon","Sub district",NA,NA
568,228,"THA","Thailand",8,"Chaiyaphum",129,"Phu Khieo",568,"Kwang Chon","Tambon","Sub district",NA,NA
569,228,"THA","Thailand",8,"Chaiyaphum",129,"Phu Khieo",569,"Nong Khon Thai","Tambon","Sub district",NA,NA
570,228,"THA","Thailand",8,"Chaiyaphum",129,"Phu Khieo",570,"Nong Tum","Tambon","Sub district",NA,NA
571,228,"THA","Thailand",8,"Chaiyaphum",129,"Phu Khieo",571,"Phak Pang","Tambon","Sub district",NA,NA
572,228,"THA","Thailand",8,"Chaiyaphum",130,"Thep Sathit",572,"Ban Rai","Tambon","Sub district",NA,NA
573,228,"THA","Thailand",8,"Chaiyaphum",130,"Thep Sathit",573,"Huai Yai Chio","Tambon","Sub district",NA,"Huai Yai Chiu"
574,228,"THA","Thailand",8,"Chaiyaphum",130,"Thep Sathit",574,"Na Yang Klak","Tambon","Sub district",NA,NA
575,228,"THA","Thailand",8,"Chaiyaphum",130,"Thep Sathit",575,"Wa Tabaek","Tambon","Sub district",NA,"Watabaek"
576,228,"THA","Thailand",9,"Chanthaburi",131,"K. Kao Kichakut",576,NA,"Tambon","Sub district",NA,NA
577,228,"THA","Thailand",9,"Chanthaburi",132,"K. Na Yai Am",577,"Chang Kham","Tambon","Sub district",NA,NA
578,228,"THA","Thailand",9,"Chanthaburi",132,"K. Na Yai Am",578,"Krachae","Tambon","Sub district",NA,NA
579,228,"THA","Thailand",9,"Chanthaburi",132,"K. Na Yai Am",579,"Na Yai Am","Tambon","Sub district",NA,NA
580,228,"THA","Thailand",9,"Chanthaburi",132,"K. Na Yai Am",580,"Sanamchai","Tambon","Sub district",NA,NA
581,228,"THA","Thailand",9,"Chanthaburi",132,"K. Na Yai Am",581,"Wang Tanot","Tambon","Sub district",NA,NA
582,228,"THA","Thailand",9,"Chanthaburi",133,"Kang Hang Maeo",582,"Kaeng Hang Maeo","Tambon","Sub district",NA,NA
583,228,"THA","Thailand",9,"Chanthaburi",133,"Kang Hang Maeo",583,"Khao Wongkot","Tambon","Sub district",NA,NA
584,228,"THA","Thailand",9,"Chanthaburi",133,"Kang Hang Maeo",584,"Sam Phi Nong","Tambon","Sub district",NA,NA
585,228,"THA","Thailand",9,"Chanthaburi",134,"Khlung",585,"Bang Chan","Tambon","Sub district",NA,NA
586,228,"THA","Thailand",9,"Chanthaburi",134,"Khlung",586,"Bo","Tambon","Sub district",NA,NA
587,228,"THA","Thailand",9,"Chanthaburi",134,"Khlung",587,"Kwian Hak","Tambon","Sub district",NA,NA
588,228,"THA","Thailand",9,"Chanthaburi",134,"Khlung",588,"Mapphai","Tambon","Sub district",NA,NA
589,228,"THA","Thailand",9,"Chanthaburi",134,"Khlung",589,"Sung","Tambon","Sub district",NA,"Sueng"
590,228,"THA","Thailand",9,"Chanthaburi",134,"Khlung",590,"Tapon","Tambon","Sub district",NA,NA
591,228,"THA","Thailand",9,"Chanthaburi",134,"Khlung",591,"Tok Phrom","Tambon","Sub district",NA,NA
592,228,"THA","Thailand",9,"Chanthaburi",134,"Khlung",592,"Trok Nong","Tambon","Sub district",NA,NA
593,228,"THA","Thailand",9,"Chanthaburi",134,"Khlung",593,"Wan Yao","Tambon","Sub district",NA,NA
594,228,"THA","Thailand",9,"Chanthaburi",134,"Khlung",594,"Wang Sappharot","Tambon","Sub district",NA,NA
595,228,"THA","Thailand",9,"Chanthaburi",135,"Laem Sing",595,"Bang Kachai","Tambon","Sub district",NA,NA
596,228,"THA","Thailand",9,"Chanthaburi",135,"Laem Sing",596,"Bang Srakao","Tambon","Sub district",NA,NA
597,228,"THA","Thailand",9,"Chanthaburi",135,"Laem Sing",597,"Khlong Nam Khem","Tambon","Sub district",NA,NA
598,228,"THA","Thailand",9,"Chanthaburi",135,"Laem Sing",598,"Ko Proet","Tambon","Sub district",NA,NA
599,228,"THA","Thailand",9,"Chanthaburi",135,"Laem Sing",599,NA,"Tambon","Sub district",NA,NA
600,228,"THA","Thailand",9,"Chanthaburi",135,"Laem Sing",600,"Nong Chim","Tambon","Sub district",NA,NA
601,228,"THA","Thailand",9,"Chanthaburi",135,"Laem Sing",601,"Phliu","Tambon","Sub district",NA,"Phlio"
602,228,"THA","Thailand",9,"Chanthaburi",136,"Makham",602,"Ang Khiri","Tambon","Sub district",NA,NA
603,228,"THA","Thailand",9,"Chanthaburi",136,"Makham",603,"Chanan","Tambon","Sub district",NA,"Chaman"
604,228,"THA","Thailand",9,"Chanthaburi",136,"Makham",604,"Makham","Tambon","Sub district",NA,NA
605,228,"THA","Thailand",9,"Chanthaburi",136,"Makham",605,"Patthawi","Tambon","Sub district",NA,NA
606,228,"THA","Thailand",9,"Chanthaburi",136,"Makham",606,"Tha Luang","Tambon","Sub district",NA,NA
607,228,"THA","Thailand",9,"Chanthaburi",136,"Makham",607,"Wang Saem","Tambon","Sub district",NA,NA
608,228,"THA","Thailand",9,"Chanthaburi",137,"Muang Chanthaburi",608,"Bang Kacha","Tambon","Sub district",NA,NA
609,228,"THA","Thailand",9,"Chanthaburi",137,"Muang Chanthaburi",609,"Khlong Narai","Tambon","Sub district",NA,NA
610,228,"THA","Thailand",9,"Chanthaburi",137,"Muang Chanthaburi",610,"Khom Bang","Tambon","Sub district",NA,NA
611,228,"THA","Thailand",9,"Chanthaburi",137,"Muang Chanthaburi",611,"Ko Khwang","Tambon","Sub district",NA,NA
612,228,"THA","Thailand",9,"Chanthaburi",137,"Muang Chanthaburi",612,"Nong Bua","Tambon","Sub district",NA,NA
613,228,"THA","Thailand",9,"Chanthaburi",137,"Muang Chanthaburi",613,"Phlapphla","Tambon","Sub district",NA,NA
614,228,"THA","Thailand",9,"Chanthaburi",137,"Muang Chanthaburi",614,"Salaeng","Tambon","Sub district",NA,NA
615,228,"THA","Thailand",9,"Chanthaburi",137,"Muang Chanthaburi",615,"Tha Chang","Tambon","Sub district",NA,NA
616,228,"THA","Thailand",9,"Chanthaburi",138,"Pong Nam Ron",616,"Nong Ta Khong","Tambon","Sub district",NA,NA
617,228,"THA","Thailand",9,"Chanthaburi",138,"Pong Nam Ron",617,"Pong Nam Ron","Tambon","Sub district",NA,NA
618,228,"THA","Thailand",9,"Chanthaburi",138,"Pong Nam Ron",618,"Thap Sai","Tambon","Sub district",NA,NA
619,228,"THA","Thailand",9,"Chanthaburi",139,"Soydow",619,"Pa Tong","Tambon","Sub district",NA,NA
620,228,"THA","Thailand",9,"Chanthaburi",139,"Soydow",620,"Sai Khao","Tambon","Sub district",NA,NA
621,228,"THA","Thailand",9,"Chanthaburi",139,"Soydow",621,"Saton","Tambon","Sub district",NA,NA
622,228,"THA","Thailand",9,"Chanthaburi",139,"Soydow",622,"Thung Khanan","Tambon","Sub district",NA,NA
623,228,"THA","Thailand",9,"Chanthaburi",140,"Tha Mai",623,"Bo Pu","Tambon","Sub district",NA,NA
624,228,"THA","Thailand",9,"Chanthaburi",140,"Tha Mai",624,"Khamong","Tambon","Sub district",NA,NA
625,228,"THA","Thailand",9,"Chanthaburi",140,"Tha Mai",625,"Khao Baisri","Tambon","Sub district",NA,NA
626,228,"THA","Thailand",9,"Chanthaburi",140,"Tha Mai",626,"Khao Wua","Tambon","Sub district",NA,NA
627,228,"THA","Thailand",9,"Chanthaburi",140,"Tha Mai",627,"Khlong Khut","Tambon","Sub district",NA,NA
628,228,"THA","Thailand",9,"Chanthaburi",140,"Tha Mai",628,"Ploi Waen","Tambon","Sub district",NA,NA
629,228,"THA","Thailand",9,"Chanthaburi",140,"Tha Mai",629,"Ramphan","Tambon","Sub district",NA,NA
630,228,"THA","Thailand",9,"Chanthaburi",140,"Tha Mai",630,"Siphaya","Tambon","Sub district",NA,NA
631,228,"THA","Thailand",9,"Chanthaburi",140,"Tha Mai",631,"Song Pi Nong","Tambon","Sub district",NA,NA
632,228,"THA","Thailand",9,"Chanthaburi",140,"Tha Mai",632,"Takat Ngao","Tambon","Sub district",NA,NA
633,228,"THA","Thailand",9,"Chanthaburi",140,"Tha Mai",633,"Thung Bencha","Tambon","Sub district",NA,NA
634,228,"THA","Thailand",10,"Chiang Mai",141,"Chai Prakarn",634,"Mae Thalop","Tambon","Sub district",NA,NA
635,228,"THA","Thailand",10,"Chiang Mai",141,"Chai Prakarn",635,NA,"Tambon","Sub district",NA,NA
636,228,"THA","Thailand",10,"Chiang Mai",142,"Chiang Dao",636,"Chiang Dao","Tambon","Sub district",NA,NA
637,228,"THA","Thailand",10,"Chiang Mai",142,"Chiang Dao",637,"Mae Na","Tambon","Sub district",NA,NA
638,228,"THA","Thailand",10,"Chiang Mai",142,"Chiang Dao",638,"Mueang Khong","Tambon","Sub district",NA,"Muang Khong"
639,228,"THA","Thailand",10,"Chiang Mai",142,"Chiang Dao",639,"Mueang Na","Tambon","Sub district",NA,"Muang Na"
640,228,"THA","Thailand",10,"Chiang Mai",142,"Chiang Dao",640,"Mueang Ngai","Tambon","Sub district",NA,"Muang Ngai"
641,228,"THA","Thailand",10,"Chiang Mai",142,"Chiang Dao",641,"Ping Khong","Tambon","Sub district",NA,NA
642,228,"THA","Thailand",10,"Chiang Mai",142,"Chiang Dao",642,"Thung Khao Phuang","Tambon","Sub district",NA,NA
643,228,"THA","Thailand",10,"Chiang Mai",143,"Chom Thong",643,"Ban  Luang","Tambon","Sub district",NA,NA
644,228,"THA","Thailand",10,"Chiang Mai",143,"Chom Thong",644,"Ban Pae","Tambon","Sub district",NA,NA
645,228,"THA","Thailand",10,"Chiang Mai",143,"Chom Thong",645,"Doi Kaeo","Tambon","Sub district",NA,NA
646,228,"THA","Thailand",10,"Chiang Mai",143,"Chom Thong",646,"Khuang Pao","Tambon","Sub district",NA,NA
647,228,"THA","Thailand",10,"Chiang Mai",143,"Chom Thong",647,"Mae Soi","Tambon","Sub district",NA,NA
648,228,"THA","Thailand",10,"Chiang Mai",143,"Chom Thong",648,"Sop Tia","Tambon","Sub district",NA,NA
649,228,"THA","Thailand",10,"Chiang Mai",144,"Doi Saket",649,"Huai Sai","Tambon","Sub district",NA,NA
650,228,"THA","Thailand",10,"Chiang Mai",144,"Doi Saket",650,"Luang Nuea","Tambon","Sub district",NA,"Luang Nua"
651,228,"THA","Thailand",10,"Chiang Mai",144,"Doi Saket",651,"Mae Hoi Ngoen","Tambon","Sub district",NA,"Mae Huai Ngoen"
652,228,"THA","Thailand",10,"Chiang Mai",144,"Doi Saket",652,"Mae Khu Pa","Tambon","Sub district",NA,"Mae Pu Kha"
653,228,"THA","Thailand",10,"Chiang Mai",144,"Doi Saket",653,"Mae Khue","Tambon","Sub district",NA,"Mae Khu"
654,228,"THA","Thailand",10,"Chiang Mai",144,"Doi Saket",654,"Mae Pong","Tambon","Sub district",NA,NA
655,228,"THA","Thailand",10,"Chiang Mai",144,"Doi Saket",655,"Pa Lan","Tambon","Sub district",NA,NA
656,228,"THA","Thailand",10,"Chiang Mai",144,"Doi Saket",656,"Pa Pong","Tambon","Sub district",NA,NA
657,228,"THA","Thailand",10,"Chiang Mai",144,"Doi Saket",657,"San Pu Loei","Tambon","Sub district",NA,NA
658,228,"THA","Thailand",10,"Chiang Mai",144,"Doi Saket",658,"Talat Khwan","Tambon","Sub district",NA,"Talat Khwuan"
659,228,"THA","Thailand",10,"Chiang Mai",145,"Doi Tao",659,"Ban Aen","Tambon","Sub district",NA,"Ban An"
660,228,"THA","Thailand",10,"Chiang Mai",145,"Doi Tao",660,"Bong Tan","Tambon","Sub district",NA,NA
661,228,"THA","Thailand",10,"Chiang Mai",145,"Doi Tao",661,"Doi  Tao","Tambon","Sub district",NA,"Doi Tao"
